,Unnamed: 0,Curve_idx,Dataset_idx,Learner_idx,Learner_name,Model,SMAPE,MAE,MSE,Cutoff_idx,Cutoff_percentage,Train_points,Test_points,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank,Scenario
1746,2146,152,43,22,ens.GradientBoosting,WBL4,3.2003033394656524,0.0491660215821957,0.0036505406288456,25,0.5,25,21,537,2.0,2.0,2.0,2.0,MonoConv
1747,2147,152,43,22,ens.GradientBoosting,POW4,7.5407962820587455,0.1077530264245297,0.0133781702684593,25,0.5,25,21,537,4.0,4.0,4.0,4.0,MonoConv
1748,2180,162,33,5,ExtraTree,LC-PFN,4.407280310988426,0.0412875525653362,0.0026381495408713,25,0.5,25,25,546,2.0,3.0,4.0,3.0,MonoConv
1749,2181,162,33,5,ExtraTree,MMF4,4.62667286740781,0.0382497800216628,0.0018057446551852,25,0.5,25,25,546,3.0,2.0,2.0,2.3333333333333335,MonoConv
1750,2182,162,33,5,ExtraTree,WBL4,5.148616714566539,0.0423092341799971,0.002154771448819,25,0.5,25,25,546,4.0,4.0,3.0,3.6666666666666665,MonoConv
1751,2183,162,33,5,ExtraTree,POW4,2.7127716883987727,0.0229704969457404,0.0007119621125012,25,0.5,25,25,546,1.0,1.0,1.0,1.0,MonoConv
1752,2184,164,240,6,LogisticRegression,LC-PFN,0.6976120173931122,0.0092306714504957,0.0001378989400109,32,0.5,32,33,547,3.0,3.0,3.0,3.0,MonoConv
1753,2185,164,240,6,LogisticRegression,MMF4,0.5844866021871589,0.0077364410883258,0.0001272451315154,32,0.5,32,33,547,2.0,2.0,1.0,1.6666666666666667,MonoConv
1754,2186,164,240,6,LogisticRegression,WBL4,0.5808134659410055,0.0076881988250946,0.0001328261416358,32,0.5,32,33,547,1.0,1.0,2.0,1.3333333333333333,MonoConv
1755,2187,164,240,6,LogisticRegression,POW4,0.7761597875615753,0.0102721908996325,0.0001517522780218,32,0.5,32,33,547,4.0,4.0,4.0,4.0,MonoConv
1756,2188,160,75,8,Perceptron,LC-PFN,3.725748881697655,0.0452421158552169,0.0027062876615673,25,0.5,25,21,548,4.0,4.0,4.0,4.0,MonoConv
1757,2189,160,75,8,Perceptron,MMF4,2.692014457752343,0.0322761292430785,0.0015145241000997,25,0.5,25,21,548,2.0,2.0,2.0,2.0,MonoConv
1758,2190,160,75,8,Perceptron,WBL4,2.761874284294764,0.0331597391462972,0.0016080091082456,25,0.5,25,21,548,3.0,3.0,3.0,3.0,MonoConv
1759,2191,160,75,8,Perceptron,POW4,2.133503271052343,0.0253174090432631,0.0009123144342032,25,0.5,25,21,548,1.0,1.0,1.0,1.0,MonoConv
1760,2192,163,235,4,Decision Tree,LC-PFN,0.1748120062984526,0.0033944565802812,1.500299185863696e-05,32,0.5,32,32,549,1.0,1.0,1.0,1.0,MonoConv
1761,2193,163,235,4,Decision Tree,MMF4,0.8344555961323491,0.0160896490286026,0.0003016360401153,32,0.5,32,32,549,3.0,3.0,3.0,3.0,MonoConv
1762,2194,163,235,4,Decision Tree,WBL4,0.8635501727666438,0.0166450654541203,0.0003207957001813,32,0.5,32,32,549,4.0,4.0,4.0,4.0,MonoConv
1763,2195,163,235,4,Decision Tree,POW4,0.4232565182605836,0.0082771246149831,8.010381785393624e-05,32,0.5,32,32,549,2.0,2.0,2.0,2.0,MonoConv
1764,2196,159,181,20,ens.ExtraTrees,LC-PFN,1.5177861787378788,0.0167829785495996,0.0003995751321781,25,0.5,25,23,550,2.0,2.0,2.0,2.0,MonoConv
1765,2197,159,181,20,ens.ExtraTrees,MMF4,1.6318062516056004,0.0187423590841076,0.0005059024693819,25,0.5,25,23,550,3.0,3.0,3.0,3.0,MonoConv
1766,2198,159,181,20,ens.ExtraTrees,WBL4,2.846820326170363,0.0310144497183667,0.0015204291550421,25,0.5,25,23,550,4.0,4.0,4.0,4.0,MonoConv
1767,2199,159,181,20,ens.ExtraTrees,POW4,1.2071553592068267,0.0134094301599964,0.0002581229785177,25,0.5,25,23,550,1.0,1.0,1.0,1.0,MonoConv
1768,2200,168,129,22,ens.GradientBoosting,LC-PFN,0.291119865141809,0.0057618520222604,4.031335629406385e-05,30,0.5,30,31,551,3.0,3.0,3.0,3.0,MonoConv
1769,2201,168,129,22,ens.GradientBoosting,MMF4,0.2483668207059868,0.0049134387590975,2.5404584854304305e-05,30,0.5,30,31,551,2.0,2.0,2.0,2.0,MonoConv
1770,2202,168,129,22,ens.GradientBoosting,WBL4,0.2163436177397895,0.004280173217879,1.9484423968487605e-05,30,0.5,30,31,551,1.0,1.0,1.0,1.0,MonoConv
1771,2203,168,129,22,ens.GradientBoosting,POW4,1.1564004151974798,0.0226709691066956,0.0005326975672368,30,0.5,30,31,551,4.0,4.0,4.0,4.0,MonoConv
1772,2220,178,130,0,SVC_linear,LC-PFN,3.841906785964966,0.0570913031697273,0.0040097460150718,34,0.5,34,35,556,4.0,4.0,4.0,4.0,MonoConv
1773,2221,178,130,0,SVC_linear,MMF4,3.3451704787374914,0.0500133448483457,0.0032256279842172,34,0.5,34,35,556,2.0,2.0,2.0,2.0,MonoConv
1774,2222,178,130,0,SVC_linear,WBL4,3.352615086693436,0.0501200465434625,0.0032368233171031,34,0.5,34,35,556,3.0,3.0,3.0,3.0,MonoConv
1775,2223,178,130,0,SVC_linear,POW4,1.9495657275510048,0.0296306728435075,0.0012947161749399,34,0.5,34,35,556,1.0,1.0,1.0,1.0,MonoConv
1776,2228,166,88,8,Perceptron,LC-PFN,0.8905867114663124,0.0121011426672339,0.0002360503858653,35,0.5,35,35,558,1.0,1.0,4.0,2.0,MonoConv
1777,2229,166,88,8,Perceptron,MMF4,0.9073525759708314,0.012327059858146,0.000233675158525,35,0.5,35,35,558,3.0,3.0,2.0,2.6666666666666665,MonoConv
1778,2230,166,88,8,Perceptron,WBL4,0.908618962931554,0.0123441469269964,0.000234914692928,35,0.5,35,35,558,4.0,4.0,3.0,3.6666666666666665,MonoConv
1779,2231,166,88,8,Perceptron,POW4,0.8950450885297981,0.012160665179574,0.000213627105686,35,0.5,35,35,558,2.0,2.0,1.0,1.6666666666666667,MonoConv
1780,2232,169,222,4,Decision Tree,LC-PFN,0.6207749247550964,0.0112137738615274,0.0001486628170823,32,0.5,32,32,559,2.0,2.0,2.0,2.0,MonoConv
1781,2233,169,222,4,Decision Tree,MMF4,3.251489631305738,0.060943990476674,0.0043687696881631,32,0.5,32,32,559,4.0,4.0,4.0,4.0,MonoConv
1782,2234,169,222,4,Decision Tree,WBL4,0.4368618315498528,0.007817914861402,7.987992732201544e-05,32,0.5,32,32,559,1.0,1.0,1.0,1.0,MonoConv
1783,2235,169,222,4,Decision Tree,POW4,0.7102027444233572,0.0128470357299713,0.0002165611777221,32,0.5,32,32,559,3.0,3.0,3.0,3.0,MonoConv
1784,2240,179,3,5,ExtraTree,LC-PFN,0.9813454002141953,0.0145499752834439,0.000337800825946,27,0.5,27,27,561,1.0,1.0,2.0,1.3333333333333333,MonoConv
1785,2241,179,3,5,ExtraTree,MMF4,2.3579332810764053,0.0346021208087623,0.0016963970063782,27,0.5,27,27,561,4.0,4.0,4.0,4.0,MonoConv
1786,2242,179,3,5,ExtraTree,WBL4,1.1823266910767902,0.0176079572337493,0.0004681705476458,27,0.5,27,27,561,3.0,3.0,3.0,3.0,MonoConv
1787,2243,179,3,5,ExtraTree,POW4,0.983366793151244,0.0145609838178075,0.0002993534086581,27,0.5,27,27,561,2.0,2.0,1.0,1.6666666666666667,MonoConv
1788,2268,186,244,4,Decision Tree,LC-PFN,1.1903008446097374,0.0210001524537801,0.0005720630288124,32,0.5,32,33,568,4.0,4.0,4.0,4.0,MonoConv
1789,2269,186,244,4,Decision Tree,MMF4,0.98113967490914,0.0173636898706803,0.0004419770935758,32,0.5,32,33,568,1.0,1.0,1.0,1.0,MonoConv
1790,2270,186,244,4,Decision Tree,WBL4,1.050601899771444,0.0185745263422982,0.0005031705927232,32,0.5,32,33,568,3.0,3.0,3.0,3.0,MonoConv
1791,2271,186,244,4,Decision Tree,POW4,0.9850658979552808,0.0174321810553277,0.0004451137992066,32,0.5,32,33,568,2.0,2.0,2.0,2.0,MonoConv
1792,2272,176,81,6,LogisticRegression,LC-PFN,0.4704285878688097,0.005177738610655,3.812123759416863e-05,27,0.5,27,28,569,1.0,1.0,1.0,1.0,MonoConv
1793,2273,176,81,6,LogisticRegression,MMF4,1.67405181644794,0.0182049020120675,0.0003963255245812,27,0.5,27,28,569,4.0,4.0,4.0,4.0,MonoConv
1794,2274,176,81,6,LogisticRegression,WBL4,1.521422482143325,0.0165748802179029,0.0003331181266769,27,0.5,27,28,569,2.0,2.0,2.0,2.0,MonoConv
1795,2275,176,81,6,LogisticRegression,POW4,1.521423286171833,0.0165748888183099,0.0003331184170373,27,0.5,27,28,569,3.0,3.0,3.0,3.0,MonoConv
1796,2284,190,103,21,ens.RandomForest,LC-PFN,0.1606262172572314,0.0031295067165046,1.3539401152229402e-05,25,0.5,25,22,572,1.0,1.0,1.0,1.0,MonoConv
1797,2285,190,103,21,ens.RandomForest,MMF4,0.4951429814145141,0.0096070923864779,0.0001017184511234,25,0.5,25,22,572,3.0,3.0,3.0,3.0,MonoConv
1798,2286,190,103,21,ens.RandomForest,WBL4,0.5401648181692014,0.0104754897432528,0.0001196262482483,25,0.5,25,22,572,4.0,4.0,4.0,4.0,MonoConv
1799,2287,190,103,21,ens.RandomForest,POW4,0.1904883905544064,0.0037095803398207,1.8103662316609816e-05,25,0.5,25,22,572,2.0,2.0,2.0,2.0,MonoConv
1800,2292,194,237,10,SGDClassifier,LC-PFN,0.7685058750212193,0.0142498016357421,0.0002646078937686,25,0.5,25,14,574,1.0,1.0,1.0,1.0,MonoConv
1801,2293,194,237,10,SGDClassifier,MMF4,1.10069024027062,0.020327706201213,0.0005551312063818,25,0.5,25,14,574,3.0,3.0,3.0,3.0,MonoConv
1802,2294,194,237,10,SGDClassifier,WBL4,1.3356740518287833,0.0245924198252353,0.000783134674847,25,0.5,25,14,574,4.0,4.0,4.0,4.0,MonoConv
1803,2295,194,237,10,SGDClassifier,POW4,0.8891958748077159,0.0164634490168462,0.0003570614374056,25,0.5,25,14,574,2.0,2.0,2.0,2.0,MonoConv
1804,2304,198,236,4,Decision Tree,LC-PFN,0.3154373494908213,0.0054862862452864,4.111242014914751e-05,27,0.5,27,28,577,1.0,1.0,1.0,1.0,MonoConv
1805,2305,198,236,4,Decision Tree,MMF4,2.072774098344695,0.0357858843912476,0.0015237228798073,27,0.5,27,28,577,2.0,2.0,2.0,2.0,MonoConv
1806,2306,198,236,4,Decision Tree,WBL4,2.6856086778316643,0.0460432388560738,0.0024721031344917,27,0.5,27,28,577,4.0,4.0,4.0,4.0,MonoConv
1807,2307,198,236,4,Decision Tree,POW4,2.143513250346213,0.0386374904435704,0.0016191490699829,27,0.5,27,28,577,3.0,3.0,3.0,3.0,MonoConv
1808,2312,196,178,18,KNN,LC-PFN,1.132464036345482,0.0109384832903742,0.0001372730039292,33,0.5,33,34,579,3.0,2.0,2.0,2.3333333333333335,MonoConv
1809,2313,196,178,18,KNN,MMF4,1.1191768017847878,0.0114917009314788,0.0002976340297027,33,0.5,33,34,579,2.0,3.0,3.0,2.6666666666666665,MonoConv
1810,2314,196,178,18,KNN,WBL4,1.7978086926264232,0.0182282215917891,0.0006947084098981,33,0.5,33,34,579,4.0,4.0,4.0,4.0,MonoConv
1811,2315,196,178,18,KNN,POW4,0.5998098071623503,0.0060721840912115,6.0089524417074267e-05,33,0.5,33,34,579,1.0,1.0,1.0,1.0,MonoConv
1812,2328,0,260,5,ExtraTree,LC-PFN,0.5158689338713884,0.006511581595987,4.6633471356472e-05,63,0.7,63,28,583,4.0,4.0,4.0,4.0,MonoConv
1813,2329,0,260,5,ExtraTree,MMF4,0.5023205981627414,0.0062765642146476,4.107719648376068e-05,63,0.7,63,28,583,3.0,3.0,3.0,3.0,MonoConv
1814,2330,0,260,5,ExtraTree,WBL4,0.1186584754558015,0.00149058350777,2.996062670154068e-06,63,0.7,63,28,583,2.0,2.0,2.0,2.0,MonoConv
1815,2331,0,260,5,ExtraTree,POW4,0.1186580457364992,0.0014905781026773,2.996043230074999e-06,63,0.7,63,28,583,1.0,1.0,1.0,1.0,MonoConv
1816,2340,1,14,18,KNN,LC-PFN,0.216432730667293,0.004241332411766,2.117189796990715e-05,46,0.7,46,20,586,1.0,1.0,1.0,1.0,MonoConv
1817,2341,1,14,18,KNN,MMF4,0.8658160344321538,0.0168290889133444,0.0002998425746723,46,0.7,46,20,586,2.0,2.0,2.0,2.0,MonoConv
1818,2342,1,14,18,KNN,WBL4,1.3495030795158884,0.0260987480309656,0.0007102179064237,46,0.7,46,20,586,3.0,3.0,3.0,3.0,MonoConv
1819,2343,1,14,18,KNN,POW4,1.4924266093253968,0.0287443620371047,0.0008702950144674,46,0.7,46,20,586,4.0,4.0,4.0,4.0,MonoConv
1820,2344,12,236,7,PassiveAggressive,LC-PFN,1.5329196117818356,0.0197015758603811,0.0006082393229007,38,0.7,38,17,587,2.0,2.0,2.0,2.0,MonoConv
1821,2345,12,236,7,PassiveAggressive,MMF4,2.008822312442774,0.0256768568828156,0.0008821546499091,38,0.7,38,17,587,3.0,3.0,3.0,3.0,MonoConv
1822,2346,12,236,7,PassiveAggressive,WBL4,2.1986597152099825,0.0280507813876241,0.001058905072806,38,0.7,38,17,587,4.0,4.0,4.0,4.0,MonoConv
1823,2347,12,236,7,PassiveAggressive,POW4,1.3209771911068438,0.0169258318307167,0.0004922672207965,38,0.7,38,17,587,1.0,1.0,1.0,1.0,MonoConv
1824,2348,14,2,6,LogisticRegression,LC-PFN,0.3163322573527694,0.0054570636712014,3.6596848076442257e-05,28,0.7,28,12,588,3.0,3.0,3.0,3.0,MonoConv
1825,2349,14,2,6,LogisticRegression,MMF4,0.1431320387517354,0.002474891719842,9.743293837244576e-06,28,0.7,28,12,588,2.0,2.0,2.0,2.0,MonoConv
1826,2350,14,2,6,LogisticRegression,WBL4,0.1379531345803781,0.0023851861889815,8.87371455789799e-06,28,0.7,28,12,588,1.0,1.0,1.0,1.0,MonoConv
1827,2351,14,2,6,LogisticRegression,POW4,0.8810165307910192,0.0153677087695433,0.0002515011238014,28,0.7,28,12,588,4.0,4.0,4.0,4.0,MonoConv
1828,2352,10,162,22,ens.GradientBoosting,LC-PFN,0.0664578983560204,0.0013228468596935,2.568888930909452e-06,35,0.7,35,16,589,2.0,2.0,2.0,2.0,MonoConv
1829,2353,10,162,22,ens.GradientBoosting,MMF4,0.1561619414935377,0.0031123576016551,9.956297209888491e-06,35,0.7,35,16,589,3.0,3.0,3.0,3.0,MonoConv
1830,2354,10,162,22,ens.GradientBoosting,WBL4,0.0536763126621445,0.0010682454800361,1.5868391385207532e-06,35,0.7,35,16,589,1.0,1.0,1.0,1.0,MonoConv
1831,2355,10,162,22,ens.GradientBoosting,POW4,0.8378850832274478,0.0165349435479846,0.0002743563662784,35,0.7,35,16,589,4.0,4.0,4.0,4.0,MonoConv
1832,2360,2,157,20,ens.ExtraTrees,LC-PFN,0.0816628686152398,0.0015815645456314,3.4539925763965584e-06,35,0.7,35,16,591,1.0,1.0,1.0,1.0,MonoConv
1833,2361,2,157,20,ens.ExtraTrees,MMF4,0.3722187466580327,0.0071866943718947,5.916039249504201e-05,35,0.7,35,16,591,3.0,3.0,3.0,3.0,MonoConv
1834,2362,2,157,20,ens.ExtraTrees,WBL4,0.4226611053815661,0.0081559408323474,7.565359285469572e-05,35,0.7,35,16,591,4.0,4.0,4.0,4.0,MonoConv
1835,2363,2,157,20,ens.ExtraTrees,POW4,0.1022605306676014,0.0019810789902104,5.2216115610176336e-06,35,0.7,35,16,591,2.0,2.0,2.0,2.0,MonoConv
1836,2376,7,77,10,SGDClassifier,LC-PFN,0.9347610175609588,0.0112976180389523,0.0001587026199558,32,0.7,32,14,595,3.0,3.0,3.0,3.0,MonoConv
1837,2377,7,77,10,SGDClassifier,MMF4,0.91576856582715,0.0110709272866626,0.0001506410709265,32,0.7,32,14,595,1.0,1.0,1.0,1.0,MonoConv
1838,2378,7,77,10,SGDClassifier,WBL4,1.091308542610657,0.0132379760400365,0.0002667917652245,32,0.7,32,14,595,4.0,4.0,4.0,4.0,MonoConv
1839,2379,7,77,10,SGDClassifier,POW4,0.9192896619647766,0.0111135908034145,0.0001522836961782,32,0.7,32,14,595,2.0,2.0,2.0,2.0,MonoConv
1840,2392,18,48,7,PassiveAggressive,LC-PFN,0.6490616127848625,0.0100265108048915,0.0001640978443901,70,0.7,70,30,599,4.0,4.0,4.0,4.0,MonoConv
1841,2393,18,48,7,PassiveAggressive,MMF4,0.5617449297558366,0.0086872862397917,0.0001163705283585,70,0.7,70,30,599,2.0,2.0,1.0,1.6666666666666667,MonoConv
1842,2394,18,48,7,PassiveAggressive,WBL4,0.5495264187687291,0.0084985700632797,0.0001186905095322,70,0.7,70,30,599,1.0,1.0,2.0,1.3333333333333333,MonoConv
1843,2395,18,48,7,PassiveAggressive,POW4,0.5967098204239354,0.009228861482099,0.0001250091615373,70,0.7,70,30,599,3.0,3.0,3.0,3.0,MonoConv
1844,2416,28,103,7,PassiveAggressive,LC-PFN,0.6771248765289783,0.0127847753465175,0.0002177977439714,32,0.7,32,15,605,3.0,3.0,3.0,3.0,MonoConv
1845,2417,28,103,7,PassiveAggressive,MMF4,0.6170997937515953,0.0116607106355498,0.0001924880948045,32,0.7,32,15,605,2.0,2.0,2.0,2.0,MonoConv
1846,2418,28,103,7,PassiveAggressive,WBL4,0.9889680034026694,0.0186007089047379,0.0004350965178273,32,0.7,32,15,605,4.0,4.0,4.0,4.0,MonoConv
1847,2419,28,103,7,PassiveAggressive,POW4,0.4695210186134574,0.0088814229352132,0.0001379767692119,32,0.7,32,15,605,1.0,1.0,1.0,1.0,MonoConv
1848,2424,19,60,6,LogisticRegression,LC-PFN,0.1677326625213027,0.0033490359783172,1.1216041457373647e-05,25,0.7,25,2,607,3.0,3.0,3.0,3.0,MonoConv
1849,2425,19,60,6,LogisticRegression,MMF4,0.0432674222155429,0.0008649717236886,7.531111203842168e-07,25,0.7,25,2,607,2.0,2.0,2.0,2.0,MonoConv
1850,2426,19,60,6,LogisticRegression,WBL4,0.0398095362224604,0.0007958733837665,6.344279952326569e-07,25,0.7,25,2,607,1.0,1.0,1.0,1.0,MonoConv
1851,2427,19,60,6,LogisticRegression,POW4,0.6306218298270719,0.0125333982511505,0.0001570860717219,25,0.7,25,2,607,4.0,4.0,4.0,4.0,MonoConv
1852,2428,21,128,8,Perceptron,LC-PFN,0.2638943260535598,0.0052202343940734,3.2221261790255085e-05,37,0.7,37,17,608,2.0,2.0,2.0,2.0,MonoConv
1853,2429,21,128,8,Perceptron,MMF4,0.2959017802085639,0.0058258773574406,3.875848122681997e-05,37,0.7,37,17,608,3.0,3.0,3.0,3.0,MonoConv
1854,2430,21,128,8,Perceptron,WBL4,0.2983011132469121,0.0058729565213748,3.930925254519928e-05,37,0.7,37,17,608,4.0,4.0,4.0,4.0,MonoConv
1855,2431,21,128,8,Perceptron,POW4,0.2057158674349424,0.0040546216333776,2.080272628811508e-05,37,0.7,37,17,608,1.0,1.0,1.0,1.0,MonoConv
1856,2432,26,194,6,LogisticRegression,LC-PFN,3.0868176370859146,0.0159323140978813,0.0002559733693487,73,0.7,73,32,609,4.0,4.0,4.0,4.0,MonoConv
1857,2433,26,194,6,LogisticRegression,MMF4,0.3715315005157553,0.0018581854523035,4.984018347480429e-06,73,0.7,73,32,609,3.0,3.0,3.0,3.0,MonoConv
1858,2434,26,194,6,LogisticRegression,WBL4,0.3641983837600739,0.0018221316392924,4.882567218411594e-06,73,0.7,73,32,609,2.0,2.0,2.0,2.0,MonoConv
1859,2435,26,194,6,LogisticRegression,POW4,0.2738157748610697,0.0013709067173905,2.811479915215332e-06,73,0.7,73,32,609,1.0,1.0,1.0,1.0,MonoConv
1860,2452,35,98,6,LogisticRegression,LC-PFN,0.5033852066844702,0.0085225701332092,7.448628457495943e-05,47,0.7,47,21,614,3.0,3.0,3.0,3.0,MonoConv
1861,2453,35,98,6,LogisticRegression,MMF4,0.1511798161773509,0.0025696753852667,8.428582391739873e-06,47,0.7,47,21,614,1.0,1.0,1.0,1.0,MonoConv
1862,2454,35,98,6,LogisticRegression,WBL4,0.2300994203770688,0.0039074136039551,1.789462554968408e-05,47,0.7,47,21,614,2.0,2.0,2.0,2.0,MonoConv
1863,2455,35,98,6,LogisticRegression,POW4,1.0193195274025633,0.017530206721117,0.0003212378408454,47,0.7,47,21,614,4.0,4.0,4.0,4.0,MonoConv
1864,2464,29,193,7,PassiveAggressive,LC-PFN,2.9766902327537537,0.0062562832608819,6.208240665728226e-05,78,0.7,78,34,617,4.0,4.0,4.0,4.0,MonoConv
1865,2465,29,193,7,PassiveAggressive,MMF4,0.226903072152852,0.0004547494379862,3.8674305677521387e-07,78,0.7,78,34,617,3.0,3.0,3.0,3.0,MonoConv
1866,2466,29,193,7,PassiveAggressive,WBL4,0.2184853552407945,0.0004379064859714,3.5765171023523205e-07,78,0.7,78,34,617,2.0,2.0,1.0,1.6666666666666667,MonoConv
1867,2467,29,193,7,PassiveAggressive,POW4,0.2184853550666885,0.0004379064856226,3.5765171024498865e-07,78,0.7,78,34,617,1.0,1.0,2.0,1.3333333333333333,MonoConv
1868,2476,44,243,22,ens.GradientBoosting,LC-PFN,0.9581515565514565,0.0140785155817866,0.0002559283748269,46,0.7,46,20,620,2.0,2.0,2.0,2.0,MonoConv
1869,2477,44,243,22,ens.GradientBoosting,MMF4,1.5698102114822512,0.0228908741589468,0.0006191907041914,46,0.7,46,20,620,3.0,3.0,3.0,3.0,MonoConv
1870,2478,44,243,22,ens.GradientBoosting,WBL4,1.8732739000363567,0.0272214222846183,0.0008464764850131,46,0.7,46,20,620,4.0,4.0,4.0,4.0,MonoConv
1871,2479,44,243,22,ens.GradientBoosting,POW4,0.3240919930805422,0.0047710058259242,3.1465434396563064e-05,46,0.7,46,20,620,1.0,1.0,1.0,1.0,MonoConv
1872,2488,45,251,10,SGDClassifier,LC-PFN,1.422977540642023,0.0244077425450086,0.0006817149114795,50,0.7,50,22,623,3.0,3.0,2.0,2.6666666666666665,MonoConv
1873,2489,45,251,10,SGDClassifier,MMF4,1.4230443208731929,0.024488954077155,0.0007683093174016,50,0.7,50,22,623,4.0,4.0,4.0,4.0,MonoConv
1874,2490,45,251,10,SGDClassifier,WBL4,1.3911643553767905,0.0239653418878926,0.0007590752097781,50,0.7,50,22,623,2.0,2.0,3.0,2.3333333333333335,MonoConv
1875,2491,45,251,10,SGDClassifier,POW4,0.8787694432443132,0.0152260703178976,0.0003006168281214,50,0.7,50,22,623,1.0,1.0,1.0,1.0,MonoConv
1876,2496,46,10,6,LogisticRegression,LC-PFN,0.8172139525413513,0.0129941562190651,0.0001828182139433,37,0.7,37,17,625,1.0,1.0,1.0,1.0,MonoConv
1877,2497,46,10,6,LogisticRegression,MMF4,2.3798998626832395,0.0372965526746221,0.0014871104519693,37,0.7,37,17,625,3.0,3.0,3.0,3.0,MonoConv
1878,2498,46,10,6,LogisticRegression,WBL4,2.6023000757775607,0.0406932434615966,0.0017926443732103,37,0.7,37,17,625,4.0,4.0,4.0,4.0,MonoConv
1879,2499,46,10,6,LogisticRegression,POW4,1.6953661336964825,0.0267547889355935,0.0007628680211055,37,0.7,37,17,625,2.0,2.0,2.0,2.0,MonoConv
1880,2500,42,127,5,ExtraTree,LC-PFN,0.1561604090966284,0.0029598786495625,1.164612240245333e-05,47,0.7,47,21,626,1.0,1.0,1.0,1.0,MonoConv
1881,2501,42,127,5,ExtraTree,MMF4,0.4358700768601767,0.0082228197509104,7.235408703844942e-05,47,0.7,47,21,626,3.0,3.0,3.0,3.0,MonoConv
1882,2502,42,127,5,ExtraTree,WBL4,0.601090745665565,0.0113202356650408,0.000134770627674,47,0.7,47,21,626,4.0,4.0,4.0,4.0,MonoConv
1883,2503,42,127,5,ExtraTree,POW4,0.4147260370142994,0.007825655688974,6.579832908331834e-05,47,0.7,47,21,626,2.0,2.0,2.0,2.0,MonoConv
1884,2512,39,47,18,KNN,LC-PFN,2.2544842213392258,0.0261632483452558,0.0008673323900438,89,0.7,89,39,629,4.0,4.0,4.0,4.0,MonoConv
1885,2513,39,47,18,KNN,MMF4,0.4682232372292459,0.00555838835829,4.075860089689412e-05,89,0.7,89,39,629,2.0,2.0,2.0,2.0,MonoConv
1886,2514,39,47,18,KNN,WBL4,0.4445320369875709,0.0052784072282673,3.670469706162876e-05,89,0.7,89,39,629,1.0,1.0,1.0,1.0,MonoConv
1887,2515,39,47,18,KNN,POW4,0.8903413235104525,0.0105065220492793,0.0001394398476848,89,0.7,89,39,629,3.0,3.0,3.0,3.0,MonoConv
1888,2524,54,227,6,LogisticRegression,LC-PFN,2.938979305326938,0.0234081782400608,0.0006623094668611,65,0.7,65,28,632,3.0,3.0,3.0,3.0,MonoConv
1889,2525,54,227,6,LogisticRegression,MMF4,2.867758337615942,0.0208783605327436,0.0004793501774928,65,0.7,65,28,632,2.0,2.0,2.0,2.0,MonoConv
1890,2526,54,227,6,LogisticRegression,WBL4,2.7616432069527623,0.0200828549519095,0.0004530779926751,65,0.7,65,28,632,1.0,1.0,1.0,1.0,MonoConv
1891,2527,54,227,6,LogisticRegression,POW4,5.635503044957031,0.0405888598198235,0.0016771029691965,65,0.7,65,28,632,4.0,4.0,4.0,4.0,MonoConv
1892,2532,47,141,8,Perceptron,LC-PFN,2.2717000916600227,0.0281905960291624,0.0013345401966944,51,0.7,51,22,634,1.0,1.0,1.0,1.0,MonoConv
1893,2533,47,141,8,Perceptron,MMF4,2.675864598227125,0.033353646474985,0.0017211750657849,51,0.7,51,22,634,2.0,2.0,2.0,2.0,MonoConv
1894,2534,47,141,8,Perceptron,WBL4,3.2743990296612715,0.0400540000579831,0.0024984276071522,51,0.7,51,22,634,4.0,4.0,4.0,4.0,MonoConv
1895,2535,47,141,8,Perceptron,POW4,3.121288609804438,0.0382667300208748,0.0023386758511367,51,0.7,51,22,634,3.0,3.0,3.0,3.0,MonoConv
1896,2548,56,235,0,SVC_linear,LC-PFN,1.925184205174446,0.0340128205716609,0.0015264872927218,44,0.7,44,20,638,4.0,4.0,4.0,4.0,MonoConv
1897,2549,56,235,0,SVC_linear,MMF4,1.5372949053111424,0.0270556307874694,0.0010324351975614,44,0.7,44,20,638,1.0,1.0,1.0,1.0,MonoConv
1898,2550,56,235,0,SVC_linear,WBL4,1.546486961138713,0.0272175624054438,0.0010349245437465,44,0.7,44,20,638,2.0,2.0,2.0,2.0,MonoConv
1899,2551,56,235,0,SVC_linear,POW4,1.5548387475055463,0.0273648272055875,0.0010379808766438,44,0.7,44,20,638,3.0,3.0,3.0,3.0,MonoConv
1900,2552,58,221,0,SVC_linear,LC-PFN,0.3597474191337824,0.0053589940071105,4.196979716653004e-05,32,0.7,32,15,639,1.0,1.0,1.0,1.0,MonoConv
1901,2553,58,221,0,SVC_linear,MMF4,0.8631429138191944,0.0127702914701014,0.0001859999977875,32,0.7,32,15,639,3.0,3.0,3.0,3.0,MonoConv
1902,2554,58,221,0,SVC_linear,WBL4,1.024488432499974,0.0151299420988677,0.0002590312012781,32,0.7,32,15,639,4.0,4.0,4.0,4.0,MonoConv
1903,2555,58,221,0,SVC_linear,POW4,0.5640671627992551,0.008376150924404,8.66397093440498e-05,32,0.7,32,15,639,2.0,2.0,2.0,2.0,MonoConv
1904,2556,57,97,6,LogisticRegression,LC-PFN,0.1144849462434649,0.0017247399082407,3.457993216215982e-06,54,0.7,54,24,640,2.0,2.0,2.0,2.0,MonoConv
