,Unnamed: 0,Curve_idx,Dataset_idx,Learner_idx,Learner_name,Model,SMAPE,MAE,MSE,Cutoff_idx,Cutoff_percentage,Train_points,Test_points,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank,Scenario
1114,838,18,48,7,PassiveAggressive,WBL4,0.7641188844424414,0.0117549129893191,0.0002172053332867,30,0.3,30,70,210,1.0,1.0,1.0,1.0,MonoConv
1115,839,18,48,7,PassiveAggressive,POW4,0.9798441173342136,0.0151450529054562,0.0003436278076506,30,0.3,30,70,210,3.0,3.0,3.0,3.0,MonoConv
1116,852,26,194,6,LogisticRegression,LC-PFN,22.930681705474854,0.1614896804094314,0.0361336357891559,31,0.3,31,74,214,4.0,4.0,4.0,4.0,MonoConv
1117,853,26,194,6,LogisticRegression,MMF4,1.1468342572357657,0.0054730920696343,3.922643231095536e-05,31,0.3,31,74,214,1.0,1.0,1.0,1.0,MonoConv
1118,854,26,194,6,LogisticRegression,WBL4,1.428840844540488,0.007072958350449,6.737798230172129e-05,31,0.3,31,74,214,2.0,2.0,3.0,2.3333333333333335,MonoConv
1119,855,26,194,6,LogisticRegression,POW4,1.5351284710382882,0.0073346800237333,6.163107342913496e-05,31,0.3,31,74,214,3.0,3.0,2.0,2.6666666666666665,MonoConv
1120,856,19,60,6,LogisticRegression,LC-PFN,0.1677326625213027,0.0033490359783172,1.1216041457373647e-05,25,0.3,25,2,215,3.0,3.0,3.0,3.0,MonoConv
1121,857,19,60,6,LogisticRegression,MMF4,0.0432674222155429,0.0008649717236886,7.531111203842168e-07,25,0.3,25,2,215,2.0,2.0,2.0,2.0,MonoConv
1122,858,19,60,6,LogisticRegression,WBL4,0.0398095362224604,0.0007958733837665,6.344279952326569e-07,25,0.3,25,2,215,1.0,1.0,1.0,1.0,MonoConv
1123,859,19,60,6,LogisticRegression,POW4,0.6306218298270719,0.0125333982511505,0.0001570860717219,25,0.3,25,2,215,4.0,4.0,4.0,4.0,MonoConv
1124,864,21,128,8,Perceptron,LC-PFN,0.3039104165509343,0.0059983814135193,4.849742981605232e-05,25,0.3,25,29,217,3.0,3.0,3.0,3.0,MonoConv
1125,865,21,128,8,Perceptron,MMF4,0.2768717590181584,0.0054444541523982,3.578102914323593e-05,25,0.3,25,29,217,1.0,1.0,1.0,1.0,MonoConv
1126,866,21,128,8,Perceptron,WBL4,0.2818260205272939,0.0055415770636395,3.695558971390382e-05,25,0.3,25,29,217,2.0,2.0,2.0,2.0,MonoConv
1127,867,21,128,8,Perceptron,POW4,0.5020204205933126,0.0098469733113086,0.0001102954318832,25,0.3,25,29,217,4.0,4.0,4.0,4.0,MonoConv
1128,872,28,103,7,PassiveAggressive,LC-PFN,2.047906629741192,0.0378283187747001,0.0015329796588048,25,0.3,25,22,219,2.0,2.0,2.0,2.0,MonoConv
1129,873,28,103,7,PassiveAggressive,MMF4,2.3555069795487174,0.0433902458262157,0.0020251844509726,25,0.3,25,22,219,3.0,3.0,3.0,3.0,MonoConv
1130,874,28,103,7,PassiveAggressive,WBL4,3.0323208466283136,0.0554750986936378,0.0032903576840732,25,0.3,25,22,219,4.0,4.0,4.0,4.0,MonoConv
1131,875,28,103,7,PassiveAggressive,POW4,0.9102808696656756,0.0168693660538148,0.0004633106449657,25,0.3,25,22,219,1.0,1.0,1.0,1.0,MonoConv
1132,884,29,193,7,PassiveAggressive,LC-PFN,6.835748255252838,0.0154202012345194,0.000393294612877,33,0.3,33,79,222,4.0,4.0,4.0,4.0,MonoConv
1133,885,29,193,7,PassiveAggressive,MMF4,0.3261299468310851,0.0006525253192693,6.443989420716412e-07,33,0.3,33,79,222,3.0,3.0,3.0,3.0,MonoConv
1134,886,29,193,7,PassiveAggressive,WBL4,0.258297993827608,0.0005172904569003,4.309215050117348e-07,33,0.3,33,79,222,2.0,2.0,2.0,2.0,MonoConv
1135,887,29,193,7,PassiveAggressive,POW4,0.2582979146293785,0.0005172902979566,4.309212822426491e-07,33,0.3,33,79,222,1.0,1.0,1.0,1.0,MonoConv
1136,912,44,243,22,ens.GradientBoosting,LC-PFN,1.29499277099967,0.0186300966888666,0.0004941534716635,25,0.3,25,41,229,1.0,1.0,1.0,1.0,MonoConv
1137,913,44,243,22,ens.GradientBoosting,MMF4,8.843907426078555,0.1442805260666248,0.0256363853869037,25,0.3,25,41,229,3.0,3.0,3.0,3.0,MonoConv
1138,914,44,243,22,ens.GradientBoosting,WBL4,10.467198090150664,0.1745361513123074,0.0375029054558443,25,0.3,25,41,229,4.0,4.0,4.0,4.0,MonoConv
1139,915,44,243,22,ens.GradientBoosting,POW4,4.756038354006418,0.0740860629201339,0.0072585590576668,25,0.3,25,41,229,2.0,2.0,2.0,2.0,MonoConv
1140,928,45,251,10,SGDClassifier,LC-PFN,2.771858684718609,0.0446870177984237,0.0026612582150846,25,0.3,25,47,233,2.0,2.0,2.0,2.0,MonoConv
1141,929,45,251,10,SGDClassifier,MMF4,6.914260360779909,0.1059759981745691,0.0146569216581606,25,0.3,25,47,233,3.0,3.0,3.0,3.0,MonoConv
1142,930,45,251,10,SGDClassifier,WBL4,8.493825558365067,0.1278170126215248,0.0208091939994042,25,0.3,25,47,233,4.0,4.0,4.0,4.0,MonoConv
1143,931,45,251,10,SGDClassifier,POW4,2.2580927803134525,0.036778193159883,0.0019654606578259,25,0.3,25,47,233,1.0,1.0,1.0,1.0,MonoConv
1144,932,42,127,5,ExtraTree,LC-PFN,0.8471111766994,0.0158134084194898,0.0002782888186629,25,0.3,25,43,234,2.0,2.0,2.0,2.0,MonoConv
1145,933,42,127,5,ExtraTree,MMF4,1.5989441739480568,0.0296085233717776,0.0009486435810557,25,0.3,25,43,234,3.0,3.0,3.0,3.0,MonoConv
1146,934,42,127,5,ExtraTree,WBL4,1.8060547193923613,0.0333704931525503,0.0011947955901551,25,0.3,25,43,234,4.0,4.0,4.0,4.0,MonoConv
1147,935,42,127,5,ExtraTree,POW4,0.6885002802568317,0.0128799419600325,0.0001973343342467,25,0.3,25,43,234,1.0,1.0,1.0,1.0,MonoConv
1148,936,39,47,18,KNN,LC-PFN,1.3865957967936993,0.015880174934864,0.0004514174361247,38,0.3,38,90,235,3.0,3.0,4.0,3.3333333333333335,MonoConv
1149,937,39,47,18,KNN,MMF4,1.261789650785827,0.0149006687442656,0.0003119852658934,38,0.3,38,90,235,2.0,2.0,2.0,2.0,MonoConv
1150,938,39,47,18,KNN,WBL4,1.4138386968193082,0.0167772650057387,0.0004121197371839,38,0.3,38,90,235,4.0,4.0,3.0,3.6666666666666665,MonoConv
1151,939,39,47,18,KNN,POW4,0.4735012089228414,0.0055282019983353,6.794744574087191e-05,38,0.3,38,90,235,1.0,1.0,1.0,1.0,MonoConv
1152,944,47,141,8,Perceptron,LC-PFN,2.61418130248785,0.0308188293129205,0.0018041449366137,25,0.3,25,48,237,1.0,1.0,1.0,1.0,MonoConv
1153,945,47,141,8,Perceptron,MMF4,3.020507143034701,0.035625126598313,0.0021312333165866,25,0.3,25,48,237,3.0,3.0,3.0,3.0,MonoConv
1154,946,47,141,8,Perceptron,WBL4,3.0334488929129013,0.0357767538723661,0.002141776764054,25,0.3,25,48,237,4.0,4.0,4.0,4.0,MonoConv
1155,947,47,141,8,Perceptron,POW4,2.8170221116051497,0.0332221172122894,0.0019650998916779,25,0.3,25,48,237,2.0,2.0,2.0,2.0,MonoConv
1156,952,46,10,6,LogisticRegression,LC-PFN,1.1255798861384392,0.017532343044877,0.0003849370114039,25,0.3,25,29,239,1.0,1.0,1.0,1.0,MonoConv
1157,953,46,10,6,LogisticRegression,MMF4,4.574275372589878,0.0684515137538505,0.0055421621595703,25,0.3,25,29,239,3.0,3.0,3.0,3.0,MonoConv
1158,954,46,10,6,LogisticRegression,WBL4,5.068850675689675,0.0754384060807458,0.0067076711348408,25,0.3,25,29,239,4.0,4.0,4.0,4.0,MonoConv
1159,955,46,10,6,LogisticRegression,POW4,1.4959765031028447,0.0233011094970244,0.0007616425883059,25,0.3,25,29,239,2.0,2.0,2.0,2.0,MonoConv
1160,968,57,97,6,LogisticRegression,LC-PFN,0.8104589767754078,0.0123396264389157,0.0001972440368263,25,0.3,25,53,243,3.0,3.0,3.0,3.0,MonoConv
1161,969,57,97,6,LogisticRegression,MMF4,0.1935738842534142,0.0029069940200922,1.1617266173324212e-05,25,0.3,25,53,243,1.0,1.0,1.0,1.0,MonoConv
1162,970,57,97,6,LogisticRegression,WBL4,0.7440740212217682,0.0111112840282636,0.0001410995107664,25,0.3,25,53,243,2.0,2.0,2.0,2.0,MonoConv
1163,971,57,97,6,LogisticRegression,POW4,4.318852344352742,0.0685385775636944,0.0055795166643215,25,0.3,25,53,243,4.0,4.0,4.0,4.0,MonoConv
1164,972,60,251,0,SVC_linear,LC-PFN,3.0619535595178604,0.0503490529954433,0.0036525814794003,25,0.3,25,47,244,1.0,1.0,1.0,1.0,MonoConv
1165,973,60,251,0,SVC_linear,MMF4,8.055796515343902,0.124139786173307,0.0205381531666902,25,0.3,25,47,244,3.0,3.0,3.0,3.0,MonoConv
1166,974,60,251,0,SVC_linear,WBL4,8.864481733132498,0.1353108999302883,0.0241564136261248,25,0.3,25,47,244,4.0,4.0,4.0,4.0,MonoConv
1167,975,60,251,0,SVC_linear,POW4,4.516948033144642,0.0728778737960439,0.0076917935882247,25,0.3,25,47,244,2.0,2.0,2.0,2.0,MonoConv
1168,976,58,221,0,SVC_linear,LC-PFN,0.569961266592145,0.0084302155300974,9.72506168182008e-05,25,0.3,25,22,245,2.0,2.0,2.0,2.0,MonoConv
1169,977,58,221,0,SVC_linear,MMF4,1.1117438110208029,0.0163238381683299,0.0003238624982935,25,0.3,25,22,245,3.0,3.0,3.0,3.0,MonoConv
1170,978,58,221,0,SVC_linear,WBL4,1.2392804548737302,0.0181689482506168,0.0004007623234217,25,0.3,25,22,245,4.0,4.0,4.0,4.0,MonoConv
1171,979,58,221,0,SVC_linear,POW4,0.4491463607388842,0.0066551778916022,6.469275351787335e-05,25,0.3,25,22,245,1.0,1.0,1.0,1.0,MonoConv
1172,984,54,227,6,LogisticRegression,LC-PFN,5.942936614155769,0.0372148007154464,0.001651206985116,27,0.3,27,66,247,1.0,1.0,1.0,1.0,MonoConv
1173,985,54,227,6,LogisticRegression,MMF4,10.908418781777398,0.0671960047815005,0.0078297901446695,27,0.3,27,66,247,3.0,3.0,3.0,3.0,MonoConv
1174,986,54,227,6,LogisticRegression,WBL4,12.90138765325581,0.0772120127512591,0.0096774966202908,27,0.3,27,66,247,4.0,4.0,4.0,4.0,MonoConv
1175,987,54,227,6,LogisticRegression,POW4,6.473954173644704,0.0417850180606862,0.0026494671119345,27,0.3,27,66,247,2.0,2.0,2.0,2.0,MonoConv
1176,1000,56,235,0,SVC_linear,LC-PFN,3.29817533493042,0.0589646324515342,0.0045927898027002,25,0.3,25,39,251,3.0,3.0,3.0,3.0,MonoConv
1177,1001,56,235,0,SVC_linear,MMF4,2.509238233155993,0.0443297573911744,0.0029523453693683,25,0.3,25,39,251,2.0,2.0,2.0,2.0,MonoConv
1178,1002,56,235,0,SVC_linear,WBL4,2.4068654903254663,0.0424537678318382,0.0027489229880307,25,0.3,25,39,251,1.0,1.0,1.0,1.0,MonoConv
1179,1003,56,235,0,SVC_linear,POW4,4.882522261841848,0.089249842354889,0.009310099906798,25,0.3,25,39,251,4.0,4.0,4.0,4.0,MonoConv
1180,1004,63,183,6,LogisticRegression,LC-PFN,9.928903728723526,0.0879209861159324,0.0096682664006948,31,0.3,31,75,252,4.0,4.0,4.0,4.0,MonoConv
1181,1005,63,183,6,LogisticRegression,MMF4,3.273086088922476,0.024574623524804,0.000671552459108,31,0.3,31,75,252,1.0,1.0,1.0,1.0,MonoConv
1182,1006,63,183,6,LogisticRegression,WBL4,5.276285415152704,0.0387873931388553,0.0016529290441354,31,0.3,31,75,252,2.0,2.0,2.0,2.0,MonoConv
1183,1007,63,183,6,LogisticRegression,POW4,6.0953395269632376,0.0513236568836056,0.0032203551899304,31,0.3,31,75,252,3.0,3.0,3.0,3.0,MonoConv
1184,1008,61,135,18,KNN,LC-PFN,0.4361913073807955,0.0083173299208283,0.0001038015543599,25,0.3,25,52,253,3.0,3.0,3.0,3.0,MonoConv
1185,1009,61,135,18,KNN,MMF4,1.1193144440626623,0.0217934104571258,0.0006582880693699,25,0.3,25,52,253,4.0,4.0,4.0,4.0,MonoConv
1186,1010,61,135,18,KNN,WBL4,0.3210385781008291,0.0062190515492527,8.369731190507118e-05,25,0.3,25,52,253,2.0,2.0,2.0,2.0,MonoConv
1187,1011,61,135,18,KNN,POW4,0.1106565463723858,0.0021266628111706,7.260336957134593e-06,25,0.3,25,52,253,1.0,1.0,1.0,1.0,MonoConv
1188,1012,66,96,4,Decision Tree,LC-PFN,1.9142424687743187,0.0292274691164493,0.0011431257007643,25,0.3,25,21,254,2.0,2.0,2.0,2.0,MonoConv
1189,1013,66,96,4,Decision Tree,MMF4,2.764356829968377,0.0417826623561225,0.0024268725186561,25,0.3,25,21,254,3.0,3.0,3.0,3.0,MonoConv
1190,1014,66,96,4,Decision Tree,WBL4,3.4019342850454533,0.0509931358682176,0.0034862614453676,25,0.3,25,21,254,4.0,4.0,4.0,4.0,MonoConv
1191,1015,66,96,4,Decision Tree,POW4,1.5407500542595889,0.0236720460405508,0.0008135755942187,25,0.3,25,21,254,1.0,1.0,1.0,1.0,MonoConv
1192,1020,65,68,8,Perceptron,LC-PFN,1.2312778271734717,0.0199427735060453,0.0005733567522838,25,0.3,25,52,256,1.0,1.0,1.0,1.0,MonoConv
1193,1021,65,68,8,Perceptron,MMF4,2.849383800829977,0.0453970235210752,0.0027401376048689,25,0.3,25,52,256,3.0,3.0,3.0,3.0,MonoConv
1194,1022,65,68,8,Perceptron,WBL4,3.3808204359472,0.0535128057434576,0.0036530512898959,25,0.3,25,52,256,4.0,4.0,4.0,4.0,MonoConv
1195,1023,65,68,8,Perceptron,POW4,2.137509521589197,0.0354991557115412,0.0017154726201882,25,0.3,25,52,256,2.0,2.0,2.0,2.0,MonoConv
1196,1024,62,39,6,LogisticRegression,LC-PFN,2.9788702726364136,0.0356279760599136,0.0017250180244445,30,0.3,30,73,257,3.0,3.0,3.0,3.0,MonoConv
1197,1025,62,39,6,LogisticRegression,MMF4,2.2909087803880004,0.02712109178307,0.0009138274063109,30,0.3,30,73,257,2.0,2.0,2.0,2.0,MonoConv
1198,1026,62,39,6,LogisticRegression,WBL4,2.2878663334243803,0.0270837970381172,0.0008683241677863,30,0.3,30,73,257,1.0,1.0,1.0,1.0,MonoConv
1199,1027,62,39,6,LogisticRegression,POW4,5.383293343381065,0.0680945889042434,0.0052027410423659,30,0.3,30,73,257,4.0,4.0,4.0,4.0,MonoConv
1200,1032,64,72,8,Perceptron,LC-PFN,2.9765918850898743,0.0328639894723892,0.0015321570681408,25,0.3,25,51,259,4.0,4.0,4.0,4.0,MonoConv
1201,1033,64,72,8,Perceptron,MMF4,1.931334797336286,0.0210598063446208,0.0008220070353108,25,0.3,25,51,259,1.0,1.0,1.0,1.0,MonoConv
1202,1034,64,72,8,Perceptron,WBL4,2.207241797047259,0.0239933357936963,0.0014138039895605,25,0.3,25,51,259,2.0,2.0,3.0,2.3333333333333335,MonoConv
1203,1035,64,72,8,Perceptron,POW4,2.3018813034709407,0.0252216445030789,0.0008920844247391,25,0.3,25,51,259,3.0,3.0,2.0,2.6666666666666665,MonoConv
1204,1036,69,203,7,PassiveAggressive,LC-PFN,0.5536751821637154,0.0075298398733139,7.149487646529451e-05,25,0.3,25,36,260,1.0,1.0,1.0,1.0,MonoConv
1205,1037,69,203,7,PassiveAggressive,MMF4,2.9262209127915906,0.0393537969247719,0.0017296264289529,25,0.3,25,36,260,3.0,3.0,3.0,3.0,MonoConv
1206,1038,69,203,7,PassiveAggressive,WBL4,3.3546953798999475,0.0449135422057778,0.0022749874898771,25,0.3,25,36,260,4.0,4.0,4.0,4.0,MonoConv
1207,1039,69,203,7,PassiveAggressive,POW4,2.816992242800628,0.0379276152527797,0.0016024031523632,25,0.3,25,36,260,2.0,2.0,2.0,2.0,MonoConv
1208,1040,70,134,0,SVC_linear,LC-PFN,1.194858830422163,0.0212387349456548,0.0008882611291483,25,0.3,25,40,261,1.0,1.0,1.0,1.0,MonoConv
1209,1041,70,134,0,SVC_linear,MMF4,1.670169108499014,0.0297198654004217,0.0011846335563633,25,0.3,25,40,261,4.0,4.0,4.0,4.0,MonoConv
1210,1042,70,134,0,SVC_linear,WBL4,1.406188190788205,0.0250286004053194,0.0010081141662708,25,0.3,25,40,261,2.0,2.0,2.0,2.0,MonoConv
1211,1043,70,134,0,SVC_linear,POW4,1.4061881939660177,0.0250286004620835,0.0010081141672944,25,0.3,25,40,261,3.0,3.0,3.0,3.0,MonoConv
1212,1048,73,168,8,Perceptron,LC-PFN,0.1747836009599268,0.0034895711578428,1.2180260455352254e-05,38,0.3,38,90,263,3.0,3.0,3.0,3.0,MonoConv
1213,1049,73,168,8,Perceptron,MMF4,1.6866018353966747e-05,3.373196928113664e-07,1.3485323649430085e-12,38,0.3,38,90,263,2.0,2.0,2.0,2.0,MonoConv
1214,1050,73,168,8,Perceptron,WBL4,3.4228360886376065e-11,6.84567217727287e-13,4.686322768057783e-25,38,0.3,38,90,263,1.0,1.0,1.0,1.0,MonoConv
1215,1051,73,168,8,Perceptron,POW4,0.4187144761499935,0.0083393713678627,6.95451148111438e-05,38,0.3,38,90,263,4.0,4.0,4.0,4.0,MonoConv
1216,1056,75,89,7,PassiveAggressive,LC-PFN,1.1626933701336384,0.0177001301199197,0.0004580192035064,25,0.3,25,47,265,1.0,1.0,1.0,1.0,MonoConv
1217,1057,75,89,7,PassiveAggressive,MMF4,2.1557603153960523,0.032404386297932,0.0013756511693301,25,0.3,25,47,265,4.0,4.0,4.0,4.0,MonoConv
1218,1058,75,89,7,PassiveAggressive,WBL4,2.010336673369519,0.0302748315633821,0.0012296241589827,25,0.3,25,47,265,3.0,3.0,3.0,3.0,MonoConv
1219,1059,75,89,7,PassiveAggressive,POW4,1.520841208440247,0.0231180800145267,0.0006913450847854,25,0.3,25,47,265,2.0,2.0,2.0,2.0,MonoConv
1220,1060,77,221,4,Decision Tree,LC-PFN,0.2060101134702563,0.0029760925099253,1.172398879134562e-05,25,0.3,25,22,266,1.0,1.0,1.0,1.0,MonoConv
1221,1061,77,221,4,Decision Tree,MMF4,0.6745993502746837,0.0097034629770915,0.0001286811709188,25,0.3,25,22,266,3.0,3.0,3.0,3.0,MonoConv
1222,1062,77,221,4,Decision Tree,WBL4,0.8288030361245778,0.0118972194237492,0.0001832855582948,25,0.3,25,22,266,4.0,4.0,4.0,4.0,MonoConv
1223,1063,77,221,4,Decision Tree,POW4,0.2791486052303812,0.0040316216838576,2.12733154039011e-05,25,0.3,25,22,266,2.0,2.0,2.0,2.0,MonoConv
1224,1064,74,133,21,ens.RandomForest,LC-PFN,2.0841754972934723,0.0389798916876316,0.0020436926279217,25,0.3,25,29,267,4.0,4.0,4.0,4.0,MonoConv
1225,1065,74,133,21,ens.RandomForest,MMF4,0.293454218421059,0.0055313441389126,4.103560293287033e-05,25,0.3,25,29,267,1.0,1.0,1.0,1.0,MonoConv
1226,1066,74,133,21,ens.RandomForest,WBL4,0.6921043085131467,0.0134681475419997,0.0002798394109968,25,0.3,25,29,267,2.0,2.0,2.0,2.0,MonoConv
1227,1067,74,133,21,ens.RandomForest,POW4,1.42745353014486,0.0269012159642187,0.0009072155580679,25,0.3,25,29,267,3.0,3.0,3.0,3.0,MonoConv
1228,1068,78,141,6,LogisticRegression,LC-PFN,0.602963799610734,0.0096543654799461,0.0001419172185705,25,0.3,25,48,268,1.0,1.0,1.0,1.0,MonoConv
1229,1069,78,141,6,LogisticRegression,MMF4,1.2133247756949768,0.0196116692113948,0.0005354066514036,25,0.3,25,48,268,3.0,3.0,3.0,3.0,MonoConv
1230,1070,78,141,6,LogisticRegression,WBL4,0.8007532196154848,0.0128614164953663,0.0002279002050384,25,0.3,25,48,268,2.0,2.0,2.0,2.0,MonoConv
1231,1071,78,141,6,LogisticRegression,POW4,1.2525394764739408,0.0202587746391739,0.000573810407953,25,0.3,25,48,268,4.0,4.0,4.0,4.0,MonoConv
1232,1072,72,81,8,Perceptron,LC-PFN,3.176768124103546,0.0337594859302043,0.0017185620963573,25,0.3,25,30,269,4.0,4.0,4.0,4.0,MonoConv
1233,1073,72,81,8,Perceptron,MMF4,1.0408043785686614,0.0105458794934676,0.0001670178697098,25,0.3,25,30,269,3.0,3.0,3.0,3.0,MonoConv
1234,1074,72,81,8,Perceptron,WBL4,0.8421361484867049,0.0085564625853063,0.0001204003776259,25,0.3,25,30,269,2.0,2.0,2.0,2.0,MonoConv
1235,1075,72,81,8,Perceptron,POW4,0.8421361484515786,0.0085564625849466,0.0001204003776185,25,0.3,25,30,269,1.0,1.0,1.0,1.0,MonoConv
1236,1088,83,138,18,KNN,LC-PFN,1.1583761312067509,0.0209276136010885,0.0005609950749203,25,0.3,25,35,273,3.0,3.0,3.0,3.0,MonoConv
1237,1089,83,138,18,KNN,MMF4,1.011195938103291,0.0184035230207904,0.0004997571283176,25,0.3,25,35,273,2.0,2.0,2.0,2.0,MonoConv
1238,1090,83,138,18,KNN,WBL4,1.5510773893821208,0.028052695782295,0.0012460606465711,25,0.3,25,35,273,4.0,4.0,4.0,4.0,MonoConv
1239,1091,83,138,18,KNN,POW4,0.5358095618400588,0.0097872377246109,0.0001311751984224,25,0.3,25,35,273,1.0,1.0,1.0,1.0,MonoConv
1240,1092,84,200,10,SGDClassifier,LC-PFN,2.659735828638077,0.0358889289200305,0.0021280685905367,27,0.3,27,64,274,4.0,4.0,4.0,4.0,MonoConv
1241,1093,84,200,10,SGDClassifier,MMF4,2.438789063074442,0.0329575462170349,0.0019434689209078,27,0.3,27,64,274,2.0,2.0,2.0,2.0,MonoConv
1242,1094,84,200,10,SGDClassifier,WBL4,2.3983315395684115,0.0324060835744237,0.0019339976422934,27,0.3,27,64,274,1.0,1.0,1.0,1.0,MonoConv
1243,1095,84,200,10,SGDClassifier,POW4,2.6256172698108684,0.0355298062358055,0.0021043514745781,27,0.3,27,64,274,3.0,3.0,3.0,3.0,MonoConv
1244,1104,87,52,8,Perceptron,LC-PFN,2.280624955892563,0.0358851999044418,0.0015716231428086,25,0.3,25,25,277,2.0,2.0,2.0,2.0,MonoConv
1245,1105,87,52,8,Perceptron,MMF4,2.983382758865914,0.0466549430051754,0.0028409808072315,25,0.3,25,25,277,3.0,3.0,3.0,3.0,MonoConv
1246,1106,87,52,8,Perceptron,WBL4,4.324292193110833,0.0665162686664591,0.0056928669707142,25,0.3,25,25,277,4.0,4.0,4.0,4.0,MonoConv
1247,1107,87,52,8,Perceptron,POW4,0.6624059360217963,0.0107932282998984,0.0001773943271225,25,0.3,25,25,277,1.0,1.0,1.0,1.0,MonoConv
1248,1108,88,162,21,ens.RandomForest,LC-PFN,0.0668393971864134,0.0013275307137519,4.770929990627337e-06,25,0.3,25,26,278,1.0,1.0,1.0,1.0,MonoConv
1249,1109,88,162,21,ens.RandomForest,MMF4,0.3110772413456303,0.0061689181907565,4.24474393887444e-05,25,0.3,25,26,278,2.0,2.0,2.0,2.0,MonoConv
1250,1110,88,162,21,ens.RandomForest,WBL4,0.4135207712899449,0.0081912660591586,7.22522359670078e-05,25,0.3,25,26,278,3.0,3.0,3.0,3.0,MonoConv
1251,1111,88,162,21,ens.RandomForest,POW4,1.2976458610963832,0.0254747116209956,0.0006541164344946,25,0.3,25,26,278,4.0,4.0,4.0,4.0,MonoConv
1252,1112,89,74,5,ExtraTree,LC-PFN,0.4217447713017463,0.0059454403817653,5.584975588135421e-05,25,0.3,25,34,279,1.0,1.0,1.0,1.0,MonoConv
1253,1113,89,74,5,ExtraTree,MMF4,2.151815470331692,0.0302391880208326,0.0012555791561341,25,0.3,25,34,279,4.0,4.0,4.0,4.0,MonoConv
1254,1114,89,74,5,ExtraTree,WBL4,1.953354916127194,0.0275249372509617,0.00106850339438,25,0.3,25,34,279,3.0,3.0,3.0,3.0,MonoConv
1255,1115,89,74,5,ExtraTree,POW4,1.9061900820387,0.0268767230252253,0.0010128751910252,25,0.3,25,34,279,2.0,2.0,2.0,2.0,MonoConv
1256,1120,91,104,10,SGDClassifier,LC-PFN,1.7248306423425674,0.0289090499281883,0.0009685918921604,26,0.3,26,63,281,3.0,3.0,3.0,3.0,MonoConv
1257,1121,91,104,10,SGDClassifier,MMF4,1.4295564633291418,0.0237655336860045,0.0006204125020439,26,0.3,26,63,281,2.0,2.0,2.0,2.0,MonoConv
1258,1122,91,104,10,SGDClassifier,WBL4,0.5654935291746208,0.0091992226404271,0.0001500623467486,26,0.3,26,63,281,1.0,1.0,1.0,1.0,MonoConv
1259,1123,91,104,10,SGDClassifier,POW4,1.913136603267899,0.0320758543152067,0.0011562917610682,26,0.3,26,63,281,4.0,4.0,4.0,4.0,MonoConv
1260,1132,94,214,20,ens.ExtraTrees,LC-PFN,0.4988965578377247,0.0094781694933772,9.4456561782863e-05,25,0.3,25,40,284,1.0,1.0,1.0,1.0,MonoConv
1261,1133,94,214,20,ens.ExtraTrees,MMF4,3.120858187203721,0.0579065946412139,0.0039012687618901,25,0.3,25,40,284,3.0,3.0,3.0,3.0,MonoConv
1262,1134,94,214,20,ens.ExtraTrees,WBL4,4.1944429343054725,0.0769081213013674,0.0067213405598959,25,0.3,25,40,284,4.0,4.0,4.0,4.0,MonoConv
1263,1135,94,214,20,ens.ExtraTrees,POW4,1.5220816398234334,0.0281015998286607,0.0008854713932606,25,0.3,25,40,284,2.0,2.0,2.0,2.0,MonoConv
1264,1136,93,240,21,ens.RandomForest,LC-PFN,0.7476986851543188,0.0104499803856015,0.0001381386100547,25,0.3,25,40,285,1.0,1.0,1.0,1.0,MonoConv
1265,1137,93,240,21,ens.RandomForest,MMF4,1.843309428816624,0.0254203131022346,0.0007881803811654,25,0.3,25,40,285,3.0,3.0,3.0,3.0,MonoConv
1266,1138,93,240,21,ens.RandomForest,WBL4,2.100928319609717,0.0288847975552411,0.0010125897952675,25,0.3,25,40,285,4.0,4.0,4.0,4.0,MonoConv
1267,1139,93,240,21,ens.RandomForest,POW4,1.2167276282404045,0.0169119897397862,0.0003648152884502,25,0.3,25,40,285,2.0,2.0,2.0,2.0,MonoConv
1268,1144,96,224,21,ens.RandomForest,LC-PFN,0.1407481729984283,0.0027969523798674,8.480672477162443e-06,25,0.3,25,40,287,1.0,1.0,1.0,1.0,MonoConv
1269,1145,96,224,21,ens.RandomForest,MMF4,0.2428912549371736,0.0048351761948072,2.7068544069877176e-05,25,0.3,25,40,287,2.0,4.0,4.0,3.3333333333333335,MonoConv
1270,1146,96,224,21,ens.RandomForest,WBL4,0.2434526124670474,0.0048200435760645,2.3742386671104377e-05,25,0.3,25,40,287,3.0,2.0,2.0,2.3333333333333335,MonoConv
1271,1147,96,224,21,ens.RandomForest,POW4,0.2434561800180117,0.0048201140336149,2.374306589299561e-05,25,0.3,25,40,287,4.0,3.0,3.0,3.3333333333333335,MonoConv
1272,1148,97,87,0,SVC_linear,LC-PFN,2.6743916794657707,0.0359652154147625,0.0017786405514925,25,0.3,25,21,288,3.0,3.0,3.0,3.0,MonoConv
1273,1149,97,87,0,SVC_linear,MMF4,2.168609093108251,0.0289603083529742,0.0011639711516181,25,0.3,25,21,288,2.0,2.0,2.0,2.0,MonoConv
1274,1150,97,87,0,SVC_linear,WBL4,8.111716098581157,0.1205811664442977,0.023460336335147,25,0.3,25,21,288,4.0,4.0,4.0,4.0,MonoConv
1275,1151,97,87,0,SVC_linear,POW4,2.04311730005537,0.0272857399671666,0.0010943690148645,25,0.3,25,21,288,1.0,1.0,1.0,1.0,MonoConv
