,Curve_idx,Dataset_idx,Learner_idx,Learner_name,Model,SMAPE,MAE,MSE,Cutoff_idx,Cutoff_percentage,Train_points,Test_points,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
2202,168,129,22,ens.GradientBoosting,WBL4,0.2163436177397895,0.004280173217879,1.9484423968487605e-05,30,0.5,30,31,551,1.0,1.0,1.0,1.0
2203,168,129,22,ens.GradientBoosting,POW4,1.1564004151974798,0.0226709691066956,0.0005326975672368,30,0.5,30,31,551,4.0,4.0,4.0,4.0
2204,118,215,3,SVC_sigmoid,LC-PFN,2.0769139751791954,0.0304518118500709,0.0012266734847798,26,0.5,26,26,552,2.0,2.0,2.0,2.0
2205,118,215,3,SVC_sigmoid,MMF4,2.572785468225386,0.0375010506988907,0.001865317405295,26,0.5,26,26,552,4.0,4.0,4.0,4.0
2206,118,215,3,SVC_sigmoid,WBL4,1.212282028976906,0.0180279231594997,0.0005407309382534,26,0.5,26,26,552,1.0,1.0,1.0,1.0
2207,118,215,3,SVC_sigmoid,POW4,2.479602661706924,0.036180984087273,0.0017297533657091,26,0.5,26,26,552,3.0,3.0,3.0,3.0
2208,172,147,11,MLP,LC-PFN,17.42326021194458,0.0536754317581653,0.0029060442466288,25,0.5,25,3,553,4.0,4.0,4.0,4.0
2209,172,147,11,MLP,MMF4,4.341562708334078,0.0150873337704038,0.0002910364310001,25,0.5,25,3,553,3.0,1.0,3.0,2.3333333333333335
2210,172,147,11,MLP,WBL4,4.314382546894198,0.0162133333349615,0.0002904277333856,25,0.5,25,3,553,2.0,3.0,2.0,2.3333333333333335
2211,172,147,11,MLP,POW4,4.3143824843424,0.016213333088138,0.0002904277252983,25,0.5,25,3,553,1.0,2.0,1.0,1.3333333333333333
2212,170,228,13,QDA,LC-PFN,11.941921710968018,0.1271693110466003,0.0390435792505741,25,0.5,25,20,554,4.0,4.0,1.0,3.0
2213,170,228,13,QDA,MMF4,9.330208659643702,0.1096146438107786,0.0430763031199222,25,0.5,25,20,554,2.0,2.0,3.0,2.3333333333333335
2214,170,228,13,QDA,WBL4,9.769056501081725,0.1139227026427182,0.0469267740766362,25,0.5,25,20,554,3.0,3.0,4.0,3.3333333333333335
2215,170,228,13,QDA,POW4,9.130121389270888,0.107288924409086,0.0398740697811152,25,0.5,25,20,554,1.0,1.0,2.0,1.3333333333333333
2216,171,99,13,QDA,LC-PFN,3.628838062286377,0.0514467097818851,0.0029403904918581,25,0.5,25,21,555,2.0,2.0,2.0,2.0
2217,171,99,13,QDA,MMF4,5.315289941246007,0.0833567588928508,0.0079716030243475,25,0.5,25,21,555,3.0,3.0,3.0,3.0
2218,171,99,13,QDA,WBL4,6.699299938333926,0.0922052430039957,0.0103040599878024,25,0.5,25,21,555,4.0,4.0,4.0,4.0
2219,171,99,13,QDA,POW4,3.351904842378474,0.0470287412130782,0.0022537003812478,25,0.5,25,21,555,1.0,1.0,1.0,1.0
2220,159,181,20,ens.ExtraTrees,LC-PFN,4.171120375394821,0.0443447567522525,0.002152633620426,25,0.5,25,23,556,4.0,4.0,4.0,4.0
2221,159,181,20,ens.ExtraTrees,MMF4,1.6318062516056004,0.0187423590841076,0.0005059024693819,25,0.5,25,23,556,2.0,2.0,2.0,2.0
2222,159,181,20,ens.ExtraTrees,WBL4,2.846820326170363,0.0310144497183667,0.0015204291550421,25,0.5,25,23,556,3.0,3.0,3.0,3.0
2223,159,181,20,ens.ExtraTrees,POW4,1.2071553592068267,0.0134094301599964,0.0002581229785177,25,0.5,25,23,556,1.0,1.0,1.0,1.0
2224,175,155,19,NearestCentroid,LC-PFN,1.5731796622276306,0.022270455956459,0.0006414807285182,40,0.5,40,40,557,4.0,4.0,4.0,4.0
2225,175,155,19,NearestCentroid,MMF4,0.3390544971458537,0.004722425463261,2.64453118659952e-05,40,0.5,40,40,557,2.0,2.0,2.0,2.0
2226,175,155,19,NearestCentroid,WBL4,0.2512572505962633,0.003495777461872,1.5952026602163725e-05,40,0.5,40,40,557,1.0,1.0,1.0,1.0
2227,175,155,19,NearestCentroid,POW4,1.4959283985024103,0.0210968907278189,0.0004676602499432,40,0.5,40,40,557,3.0,3.0,3.0,3.0
2228,174,159,13,QDA,LC-PFN,4.2653638869524,0.0647200718522071,0.0046657770872116,25,0.5,25,26,558,4.0,4.0,4.0,4.0
2229,174,159,13,QDA,MMF4,2.021930994233339,0.0313912118848802,0.001097016524393,25,0.5,25,26,558,1.0,1.0,1.0,1.0
2230,174,159,13,QDA,WBL4,2.486649373315985,0.0387255161428654,0.0018539164135316,25,0.5,25,26,558,3.0,3.0,3.0,3.0
2231,174,159,13,QDA,POW4,2.172385529915588,0.0331407638388482,0.0013464112603974,25,0.5,25,26,558,2.0,2.0,2.0,2.0
2232,180,31,15,MultinomialNB,LC-PFN,0.3392721060663461,0.0054814182221889,3.959795503760688e-05,45,0.5,45,46,559,2.0,2.0,2.0,2.0
2233,180,31,15,MultinomialNB,MMF4,0.398572840699756,0.0063924490332331,4.313653346555704e-05,45,0.5,45,46,559,3.0,3.0,3.0,3.0
2234,180,31,15,MultinomialNB,WBL4,0.4848864903117743,0.0077697587684768,6.399151806431865e-05,45,0.5,45,46,559,4.0,4.0,4.0,4.0
2235,180,31,15,MultinomialNB,POW4,0.1428973724702891,0.002298196057225,5.807415591581167e-06,45,0.5,45,46,559,1.0,1.0,1.0,1.0
2236,178,130,0,SVC_linear,LC-PFN,2.07255519926548,0.0314471162855625,0.0014844791730865,34,0.5,34,35,560,2.0,2.0,2.0,2.0
2237,178,130,0,SVC_linear,MMF4,3.3451704787374914,0.0500133448483457,0.0032256279842172,34,0.5,34,35,560,3.0,3.0,3.0,3.0
2238,178,130,0,SVC_linear,WBL4,3.352615086693436,0.0501200465434625,0.0032368233171031,34,0.5,34,35,560,4.0,4.0,4.0,4.0
2239,178,130,0,SVC_linear,POW4,1.9495657275510048,0.0296306728435075,0.0012947161749399,34,0.5,34,35,560,1.0,1.0,1.0,1.0
2240,179,3,5,ExtraTree,LC-PFN,2.584365755319596,0.0373864695429801,0.001696987543255,27,0.5,27,27,561,4.0,4.0,4.0,4.0
2241,179,3,5,ExtraTree,MMF4,2.3579332810764053,0.0346021208087623,0.0016963970063782,27,0.5,27,27,561,3.0,3.0,3.0,3.0
2242,179,3,5,ExtraTree,WBL4,1.1823266910767902,0.0176079572337493,0.0004681705476458,27,0.5,27,27,561,2.0,2.0,2.0,2.0
2243,179,3,5,ExtraTree,POW4,0.983366793151244,0.0145609838178075,0.0002993534086581,27,0.5,27,27,561,1.0,1.0,1.0,1.0
2244,177,8,14,BernoulliNB,LC-PFN,2.871863916516304,0.0267045851796865,0.0009516237769275,27,0.5,27,27,562,3.0,3.0,3.0,3.0
2245,177,8,14,BernoulliNB,MMF4,2.327375224156836,0.0217720933081622,0.0005082943803598,27,0.5,27,27,562,2.0,2.0,2.0,2.0
2246,177,8,14,BernoulliNB,WBL4,0.8054377843841727,0.0073900345876851,6.968749564305419e-05,27,0.5,27,27,562,1.0,1.0,1.0,1.0
2247,177,8,14,BernoulliNB,POW4,3.482389451537715,0.0330629454011713,0.0012037774698448,27,0.5,27,27,562,4.0,4.0,4.0,4.0
2248,182,16,2,SVC_rbf,LC-PFN,0.8457326330244541,0.0153637928888201,0.000245087838266,32,0.5,32,33,563,4.0,4.0,4.0,4.0
2249,182,16,2,SVC_rbf,MMF4,0.1495304372862355,0.0027042810829737,1.5864790585940656e-05,32,0.5,32,33,563,3.0,3.0,3.0,3.0
2250,182,16,2,SVC_rbf,WBL4,0.0586827866272884,0.0010565795891139,1.9650063328295234e-06,32,0.5,32,33,563,1.0,1.0,1.0,1.0
2251,182,16,2,SVC_rbf,POW4,0.0766605173044825,0.001379843993028,3.192184133503659e-06,32,0.5,32,33,563,2.0,2.0,2.0,2.0
2252,176,81,6,LogisticRegression,LC-PFN,1.7022015526890757,0.0182455573230981,0.0004549844597931,27,0.5,27,28,564,4.0,4.0,4.0,4.0
2253,176,81,6,LogisticRegression,MMF4,1.67405181644794,0.0182049020120675,0.0003963255245812,27,0.5,27,28,564,3.0,3.0,3.0,3.0
2254,176,81,6,LogisticRegression,WBL4,1.521422482143325,0.0165748802179029,0.0003331181266769,27,0.5,27,28,564,1.0,1.0,1.0,1.0
2255,176,81,6,LogisticRegression,POW4,1.521423286171833,0.0165748888183099,0.0003331184170373,27,0.5,27,28,564,2.0,2.0,2.0,2.0
2256,186,244,4,Decision Tree,LC-PFN,0.3943828865885734,0.0070383441634476,8.328537660418078e-05,32,0.5,32,33,565,1.0,1.0,1.0,1.0
2257,186,244,4,Decision Tree,MMF4,0.98113967490914,0.0173636898706803,0.0004419770935758,32,0.5,32,33,565,2.0,2.0,2.0,2.0
2258,186,244,4,Decision Tree,WBL4,1.050601899771444,0.0185745263422982,0.0005031705927232,32,0.5,32,33,565,4.0,4.0,4.0,4.0
2259,186,244,4,Decision Tree,POW4,0.9850658979552808,0.0174321810553277,0.0004451137992066,32,0.5,32,33,565,3.0,3.0,3.0,3.0
2260,181,216,1,SVC_poly,LC-PFN,1.083983201533556,0.0172297097742557,0.000441447016783,47,0.5,47,48,566,4.0,4.0,4.0,4.0
2261,181,216,1,SVC_poly,MMF4,0.8143126666938388,0.0131682162120536,0.0002068690528121,47,0.5,47,48,566,3.0,3.0,3.0,3.0
2262,181,216,1,SVC_poly,WBL4,0.2757044642081707,0.0043587405609767,2.268510607976461e-05,47,0.5,47,48,566,1.0,1.0,1.0,1.0
2263,181,216,1,SVC_poly,POW4,0.5682585715024602,0.0091992411465322,0.00011004015396,47,0.5,47,48,566,2.0,2.0,2.0,2.0
2264,183,245,1,SVC_poly,LC-PFN,1.5114248730242252,0.0241645760834217,0.0015722300158813,51,0.5,51,52,567,4.0,4.0,4.0,4.0
2265,183,245,1,SVC_poly,MMF4,1.3081738293311391,0.0207908631371454,0.0010319064279396,51,0.5,51,52,567,3.0,3.0,3.0,3.0
2266,183,245,1,SVC_poly,WBL4,1.2911069140825169,0.0205110895110638,0.0009890483733824,51,0.5,51,52,567,1.0,1.0,1.0,1.0
2267,183,245,1,SVC_poly,POW4,1.3080637338205754,0.0207889814705387,0.0010294233803437,51,0.5,51,52,567,2.0,2.0,2.0,2.0
2268,188,203,9,RidgeClassifier,LC-PFN,0.7989092729985714,0.0114211533218622,0.0002682859776541,30,0.5,30,31,568,1.0,1.0,1.0,1.0
2269,188,203,9,RidgeClassifier,MMF4,2.5843487457153422,0.03573459587207,0.0019916191898028,30,0.5,30,31,568,3.0,3.0,3.0,3.0
2270,188,203,9,RidgeClassifier,WBL4,2.876785642622696,0.0396074679794526,0.0024259413298223,30,0.5,30,31,568,4.0,4.0,4.0,4.0
2271,188,203,9,RidgeClassifier,POW4,2.508227854445364,0.0347222206553147,0.0018888990357674,30,0.5,30,31,568,2.0,2.0,2.0,2.0
2272,191,58,15,MultinomialNB,LC-PFN,0.4765505902469158,0.0068018389865756,6.700459198327735e-05,37,0.5,37,37,569,2.0,2.0,2.0,2.0
2273,191,58,15,MultinomialNB,MMF4,0.3530494357996483,0.005188115415266,4.5724379598171e-05,37,0.5,37,37,569,1.0,1.0,1.0,1.0
2274,191,58,15,MultinomialNB,WBL4,0.6275314414883656,0.0091252402664469,0.000141714590197,37,0.5,37,37,569,3.0,3.0,3.0,3.0
2275,191,58,15,MultinomialNB,POW4,1.6170796860022578,0.0242216221515088,0.0008966849431219,37,0.5,37,37,569,4.0,4.0,4.0,4.0
2276,190,103,21,ens.RandomForest,LC-PFN,0.1176129328086972,0.0022915275767445,7.862976417527534e-06,25,0.5,25,22,570,1.0,1.0,1.0,1.0
2277,190,103,21,ens.RandomForest,MMF4,0.4951429814145141,0.0096070923864779,0.0001017184511234,25,0.5,25,22,570,3.0,3.0,3.0,3.0
2278,190,103,21,ens.RandomForest,WBL4,0.5401648181692014,0.0104754897432528,0.0001196262482483,25,0.5,25,22,570,4.0,4.0,4.0,4.0
2279,190,103,21,ens.RandomForest,POW4,0.1904883905544064,0.0037095803398207,1.8103662316609816e-05,25,0.5,25,22,570,2.0,2.0,2.0,2.0
2280,196,178,18,KNN,LC-PFN,4.439334198832512,0.0404196493327617,0.0017719242023304,33,0.5,33,34,571,4.0,4.0,4.0,4.0
2281,196,178,18,KNN,MMF4,1.1191768017847878,0.0114917009314788,0.0002976340297027,33,0.5,33,34,571,2.0,2.0,2.0,2.0
2282,196,178,18,KNN,WBL4,1.7978086926264232,0.0182282215917891,0.0006947084098981,33,0.5,33,34,571,3.0,3.0,3.0,3.0
2283,196,178,18,KNN,POW4,0.5998098071623503,0.0060721840912115,6.0089524417074267e-05,33,0.5,33,34,571,1.0,1.0,1.0,1.0
2284,184,163,1,SVC_poly,LC-PFN,0.6048818118870258,0.0112198498100042,0.0001692247460596,25,0.5,25,26,572,2.0,2.0,2.0,2.0
2285,184,163,1,SVC_poly,MMF4,0.6896920647354661,0.0128194425872621,0.000251842698352,25,0.5,25,26,572,3.0,3.0,3.0,3.0
2286,184,163,1,SVC_poly,WBL4,1.3538246406602954,0.0249369159355831,0.0009633576211037,25,0.5,25,26,572,4.0,4.0,4.0,4.0
2287,184,163,1,SVC_poly,POW4,0.5155927133494829,0.0095692203721037,9.74734752653312e-05,25,0.5,25,26,572,1.0,1.0,1.0,1.0
2288,192,145,13,QDA,LC-PFN,2.564452402293682,0.0470001697540283,0.0031004885677248,25,0.5,25,22,573,3.0,3.0,3.0,3.0
2289,192,145,13,QDA,MMF4,1.7417689931189873,0.0314904521818732,0.0018889603197196,25,0.5,25,22,573,2.0,2.0,2.0,2.0
2290,192,145,13,QDA,WBL4,1.6491861073788532,0.0297612833954658,0.0017830457248824,25,0.5,25,22,573,1.0,1.0,1.0,1.0
2291,192,145,13,QDA,POW4,4.121735792904316,0.0771375421292313,0.0073270325758346,25,0.5,25,22,573,4.0,4.0,4.0,4.0
2292,187,83,2,SVC_rbf,LC-PFN,0.3509451169520616,0.0061087296344339,4.220249320496805e-05,25,0.5,25,21,574,2.0,2.0,2.0,2.0
2293,187,83,2,SVC_rbf,MMF4,0.4550068853880036,0.0079199610550127,9.973678418406204e-05,25,0.5,25,21,574,3.0,3.0,3.0,3.0
2294,187,83,2,SVC_rbf,WBL4,0.7144933715270647,0.0123864308599124,0.0002280822311859,25,0.5,25,21,574,4.0,4.0,4.0,4.0
2295,187,83,2,SVC_rbf,POW4,0.1731986124880038,0.0030202419873949,1.744614657101126e-05,25,0.5,25,21,574,1.0,1.0,1.0,1.0
2296,194,237,10,SGDClassifier,LC-PFN,0.5733487196266651,0.0106390416622161,0.0001367770601063,25,0.5,25,14,575,1.0,1.0,1.0,1.0
2297,194,237,10,SGDClassifier,MMF4,1.10069024027062,0.020327706201213,0.0005551312063818,25,0.5,25,14,575,3.0,3.0,3.0,3.0
2298,194,237,10,SGDClassifier,WBL4,1.3356740518287833,0.0245924198252353,0.000783134674847,25,0.5,25,14,575,4.0,4.0,4.0,4.0
2299,194,237,10,SGDClassifier,POW4,0.8891958748077159,0.0164634490168462,0.0003570614374056,25,0.5,25,14,575,2.0,2.0,2.0,2.0
2300,193,143,14,BernoulliNB,LC-PFN,1.2608394026756289,0.019550135359168,0.0004690020577982,25,0.5,25,13,576,3.0,3.0,3.0,3.0
2301,193,143,14,BernoulliNB,MMF4,1.180586733819727,0.0182795123660678,0.000368287756412,25,0.5,25,13,576,2.0,2.0,2.0,2.0
2302,193,143,14,BernoulliNB,WBL4,1.093456547179965,0.0169138879695057,0.0003197321465521,25,0.5,25,13,576,1.0,1.0,1.0,1.0
2303,193,143,14,BernoulliNB,POW4,2.253271777056404,0.0353356428412121,0.0014270183465731,25,0.5,25,13,576,4.0,4.0,4.0,4.0
2304,198,236,4,Decision Tree,LC-PFN,0.7370997685939074,0.0128822578117251,0.0001882704964373,27,0.5,27,28,577,1.0,1.0,1.0,1.0
2305,198,236,4,Decision Tree,MMF4,2.072774098344695,0.0357858843912476,0.0015237228798073,27,0.5,27,28,577,2.0,2.0,2.0,2.0
2306,198,236,4,Decision Tree,WBL4,2.6856086778316643,0.0460432388560738,0.0024721031344917,27,0.5,27,28,577,4.0,4.0,4.0,4.0
2307,198,236,4,Decision Tree,POW4,2.143513250346213,0.0386374904435704,0.0016191490699829,27,0.5,27,28,577,3.0,3.0,3.0,3.0
2308,197,132,19,NearestCentroid,LC-PFN,0.638823164626956,0.0112490961328148,0.0001566040591569,36,0.5,36,37,578,4.0,4.0,4.0,4.0
2309,197,132,19,NearestCentroid,MMF4,0.1017417357652648,0.0017755145729147,3.335079723245704e-06,36,0.5,36,37,578,2.0,2.0,2.0,2.0
2310,197,132,19,NearestCentroid,WBL4,0.1265135602829554,0.0022072391910847,5.0678903348117855e-06,36,0.5,36,37,578,3.0,3.0,3.0,3.0
2311,197,132,19,NearestCentroid,POW4,0.049295444294825,0.0008607675654891,8.744422085649461e-07,36,0.5,36,37,578,1.0,1.0,1.0,1.0
2312,199,209,12,LDA,LC-PFN,3.937733173370361,0.0532593801617622,0.0033964456524699,25,0.5,25,14,579,1.0,1.0,1.0,1.0
2313,199,209,12,LDA,MMF4,8.357472563132351,0.1077538882557902,0.0128347883333972,25,0.5,25,14,579,3.0,3.0,3.0,3.0
2314,199,209,12,LDA,WBL4,8.396076504339426,0.1082092379641629,0.0129331271866327,25,0.5,25,14,579,4.0,4.0,4.0,4.0
2315,199,209,12,LDA,POW4,7.565627075407745,0.0983376547976988,0.0108315368385288,25,0.5,25,14,579,2.0,2.0,2.0,2.0
2316,195,20,1,SVC_poly,LC-PFN,0.6595633458346128,0.0101640056818723,0.0001342390023637,25,0.5,25,18,580,2.0,2.0,2.0,2.0
2317,195,20,1,SVC_poly,MMF4,0.880202899018488,0.013639066840388,0.0002700029999044,25,0.5,25,18,580,3.0,3.0,3.0,3.0
2318,195,20,1,SVC_poly,WBL4,0.959139788377247,0.0148811205320297,0.0003225302005999,25,0.5,25,18,580,4.0,4.0,4.0,4.0
2319,195,20,1,SVC_poly,POW4,0.5476683168120533,0.0084392231935381,9.989143643150358e-05,25,0.5,25,18,580,1.0,1.0,1.0,1.0
2320,185,59,1,SVC_poly,LC-PFN,26.461681723594666,0.0978952273726463,0.0105228889733552,25,0.5,25,21,581,4.0,4.0,4.0,4.0
2321,185,59,1,SVC_poly,MMF4,9.731554712309444,0.0429855294424109,0.0028980285708366,25,0.5,25,21,581,2.0,2.0,2.0,2.0
2322,185,59,1,SVC_poly,WBL4,10.917845888667806,0.047461806788602,0.0033846208150409,25,0.5,25,21,581,3.0,3.0,3.0,3.0
2323,185,59,1,SVC_poly,POW4,0.8096751365106722,0.0035247242404777,1.964396164989836e-05,25,0.5,25,21,581,1.0,1.0,1.0,1.0
2324,165,190,3,SVC_sigmoid,LC-PFN,7.442891597747803,0.0704532265663147,0.0063250344246625,32,0.5,32,33,582,3.0,3.0,3.0,3.0
2325,165,190,3,SVC_sigmoid,MMF4,5.918083034615091,0.0546877862287065,0.0037257934002321,32,0.5,32,33,582,2.0,2.0,2.0,2.0
2326,165,190,3,SVC_sigmoid,WBL4,3.899432616314011,0.0350015135925534,0.0016441334809436,32,0.5,32,33,582,1.0,1.0,1.0,1.0
2327,165,190,3,SVC_sigmoid,POW4,12.335421043849836,0.1263001277866723,0.0210380798017364,32,0.5,32,33,582,4.0,4.0,4.0,4.0
2328,0,260,5,ExtraTree,LC-PFN,0.4044482950121164,0.0050664329901337,3.731471588253044e-05,63,0.7,63,28,583,3.0,3.0,3.0,3.0
2329,0,260,5,ExtraTree,MMF4,0.5023205981627414,0.0062765642146476,4.107719648376068e-05,63,0.7,63,28,583,4.0,4.0,4.0,4.0
2330,0,260,5,ExtraTree,WBL4,0.1186584754558015,0.00149058350777,2.996062670154068e-06,63,0.7,63,28,583,2.0,2.0,2.0,2.0
2331,0,260,5,ExtraTree,POW4,0.1186580457364992,0.0014905781026773,2.996043230074999e-06,63,0.7,63,28,583,1.0,1.0,1.0,1.0
2332,5,226,9,RidgeClassifier,LC-PFN,5.412233993411064,0.0535539761185646,0.0030234705191105,69,0.7,69,30,584,1.0,1.0,1.0,1.0
2333,5,226,9,RidgeClassifier,MMF4,12.051785448722349,0.1122911400641716,0.0140223656302539,69,0.7,69,30,584,3.0,3.0,3.0,3.0
2334,5,226,9,RidgeClassifier,WBL4,13.034474073671191,0.1202899002611234,0.0159136724060129,69,0.7,69,30,584,4.0,4.0,4.0,4.0
2335,5,226,9,RidgeClassifier,POW4,7.982297577850383,0.0745105311617278,0.0058133241488895,69,0.7,69,30,584,2.0,2.0,2.0,2.0
2336,8,206,19,NearestCentroid,LC-PFN,0.8313782513141632,0.0153279043734073,0.0002428392908768,51,0.7,51,23,585,4.0,4.0,4.0,4.0
2337,8,206,19,NearestCentroid,MMF4,0.0645015474567101,0.0011782805962321,1.5550492393685622e-06,51,0.7,51,23,585,1.0,1.0,1.0,1.0
2338,8,206,19,NearestCentroid,WBL4,0.1224352477650127,0.0022351934636823,5.259726553688337e-06,51,0.7,51,23,585,2.0,2.0,2.0,2.0
2339,8,206,19,NearestCentroid,POW4,0.1771639527225046,0.0032440250622993,1.087671148042669e-05,51,0.7,51,23,585,3.0,3.0,3.0,3.0
2340,12,236,7,PassiveAggressive,LC-PFN,1.5441600233316422,0.0197865199297666,0.0005523102008737,38,0.7,38,17,586,2.0,2.0,2.0,2.0
2341,12,236,7,PassiveAggressive,MMF4,2.008822312442774,0.0256768568828156,0.0008821546499091,38,0.7,38,17,586,3.0,3.0,3.0,3.0
2342,12,236,7,PassiveAggressive,WBL4,2.1986597152099825,0.0280507813876241,0.001058905072806,38,0.7,38,17,586,4.0,4.0,4.0,4.0
2343,12,236,7,PassiveAggressive,POW4,1.3209771911068438,0.0169258318307167,0.0004922672207965,38,0.7,38,17,586,1.0,1.0,1.0,1.0
2344,1,14,18,KNN,LC-PFN,0.2881817286834121,0.0056407274678349,4.233212530380115e-05,46,0.7,46,20,587,1.0,1.0,1.0,1.0
2345,1,14,18,KNN,MMF4,0.8658160344321538,0.0168290889133444,0.0002998425746723,46,0.7,46,20,587,2.0,2.0,2.0,2.0
2346,1,14,18,KNN,WBL4,1.3495030795158884,0.0260987480309656,0.0007102179064237,46,0.7,46,20,587,3.0,3.0,3.0,3.0
2347,1,14,18,KNN,POW4,1.4924266093253968,0.0287443620371047,0.0008702950144674,46,0.7,46,20,587,4.0,4.0,4.0,4.0
2348,2,157,20,ens.ExtraTrees,LC-PFN,0.3269130364060402,0.0063473246991634,4.768047801917419e-05,35,0.7,35,16,588,2.0,2.0,2.0,2.0
2349,2,157,20,ens.ExtraTrees,MMF4,0.3722187466580327,0.0071866943718947,5.916039249504201e-05,35,0.7,35,16,588,3.0,3.0,3.0,3.0
2350,2,157,20,ens.ExtraTrees,WBL4,0.4226611053815661,0.0081559408323474,7.565359285469572e-05,35,0.7,35,16,588,4.0,4.0,4.0,4.0
2351,2,157,20,ens.ExtraTrees,POW4,0.1022605306676014,0.0019810789902104,5.2216115610176336e-06,35,0.7,35,16,588,1.0,1.0,1.0,1.0
2352,14,2,6,LogisticRegression,LC-PFN,0.3139774082228541,0.0054387054406106,3.962331902584992e-05,28,0.7,28,12,589,3.0,3.0,3.0,3.0
2353,14,2,6,LogisticRegression,MMF4,0.1431320387517354,0.002474891719842,9.743293837244576e-06,28,0.7,28,12,589,2.0,2.0,2.0,2.0
2354,14,2,6,LogisticRegression,WBL4,0.1379531345803781,0.0023851861889815,8.87371455789799e-06,28,0.7,28,12,589,1.0,1.0,1.0,1.0
2355,14,2,6,LogisticRegression,POW4,0.8810165307910192,0.0153677087695433,0.0002515011238014,28,0.7,28,12,589,4.0,4.0,4.0,4.0
2356,4,162,17,GaussianNB,LC-PFN,1.0427595116198063,0.0205622389912605,0.0004232456267345,35,0.7,35,16,590,4.0,4.0,4.0,4.0
2357,4,162,17,GaussianNB,MMF4,0.0673623852793435,0.0013414875830977,2.2162926614211137e-06,35,0.7,35,16,590,1.0,1.0,1.0,1.0
2358,4,162,17,GaussianNB,WBL4,0.103634684390393,0.0020629603682528,4.720325929734605e-06,35,0.7,35,16,590,2.0,2.0,2.0,2.0
2359,4,162,17,GaussianNB,POW4,0.8832271669442054,0.0174439878247877,0.0003047572316575,35,0.7,35,16,590,3.0,3.0,3.0,3.0
2360,10,162,22,ens.GradientBoosting,LC-PFN,0.9794811718165874,0.0193020366132259,0.000373471295461,35,0.7,35,16,591,4.0,4.0,4.0,4.0
2361,10,162,22,ens.GradientBoosting,MMF4,0.1561619414935377,0.0031123576016551,9.956297209888491e-06,35,0.7,35,16,591,2.0,2.0,2.0,2.0
2362,10,162,22,ens.GradientBoosting,WBL4,0.0536763126621445,0.0010682454800361,1.5868391385207532e-06,35,0.7,35,16,591,1.0,1.0,1.0,1.0
2363,10,162,22,ens.GradientBoosting,POW4,0.8378850832274478,0.0165349435479846,0.0002743563662784,35,0.7,35,16,591,3.0,3.0,3.0,3.0
2364,3,183,19,NearestCentroid,LC-PFN,20.05922794342041,0.0630169063806533,0.0039775222539901,74,0.7,74,32,592,4.0,4.0,4.0,4.0
2365,3,183,19,NearestCentroid,MMF4,10.867180635412591,0.0369807610247144,0.0013760418678894,74,0.7,74,32,592,3.0,3.0,3.0,3.0
2366,3,183,19,NearestCentroid,WBL4,1.980754211432092,0.0073459135074347,6.241637490034778e-05,74,0.7,74,32,592,1.0,1.0,1.0,1.0
2367,3,183,19,NearestCentroid,POW4,5.681703627305069,0.0237296343139991,0.0008887237757497,74,0.7,74,32,592,2.0,2.0,2.0,2.0
2368,13,248,11,MLP,LC-PFN,0.3093383274972439,0.0051512620411813,3.109644239884801e-05,41,0.7,41,18,593,2.0,2.0,2.0,2.0
2369,13,248,11,MLP,MMF4,0.3415517612884837,0.0056972605253191,3.771329446142876e-05,41,0.7,41,18,593,3.0,3.0,3.0,3.0
2370,13,248,11,MLP,WBL4,0.4013174523657598,0.0066943006535292,5.3843242810100266e-05,41,0.7,41,18,593,4.0,4.0,4.0,4.0
2371,13,248,11,MLP,POW4,0.1121544324964011,0.0018610779855107,5.4851426382956e-06,41,0.7,41,18,593,1.0,1.0,1.0,1.0
2372,7,77,10,SGDClassifier,LC-PFN,1.1023721657693386,0.013270148076117,0.0002807995770126,32,0.7,32,14,594,4.0,4.0,4.0,4.0
2373,7,77,10,SGDClassifier,MMF4,0.91576856582715,0.0110709272866626,0.0001506410709265,32,0.7,32,14,594,1.0,1.0,1.0,1.0
2374,7,77,10,SGDClassifier,WBL4,1.091308542610657,0.0132379760400365,0.0002667917652245,32,0.7,32,14,594,3.0,3.0,3.0,3.0
2375,7,77,10,SGDClassifier,POW4,0.9192896619647766,0.0111135908034145,0.0001522836961782,32,0.7,32,14,594,2.0,2.0,2.0,2.0
2376,9,248,19,NearestCentroid,LC-PFN,0.2855073194950819,0.0045850938186049,2.5136760086752474e-05,41,0.7,41,18,595,2.0,2.0,2.0,2.0
2377,9,248,19,NearestCentroid,MMF4,0.4041781719824889,0.0064688821573172,4.421844101448863e-05,41,0.7,41,18,595,3.0,3.0,3.0,3.0
2378,9,248,19,NearestCentroid,WBL4,0.4794345332508663,0.0076675763979092,6.145586934541112e-05,41,0.7,41,18,595,4.0,4.0,4.0,4.0
2379,9,248,19,NearestCentroid,POW4,0.1135919332774153,0.0018232833626213,5.542010866630471e-06,41,0.7,41,18,595,1.0,1.0,1.0,1.0
2380,17,42,3,SVC_sigmoid,LC-PFN,2.79089380055666,0.0496006868779659,0.0025647096335887,48,0.7,48,21,596,1.0,1.0,1.0,1.0
2381,17,42,3,SVC_sigmoid,MMF4,3.6268377458576486,0.0639196514856628,0.0042040607376438,48,0.7,48,21,596,2.0,2.0,2.0,2.0
