,Curve_idx,Dataset_idx,Learner_idx,Learner_name,Model,SMAPE,MAE,MSE,Cutoff_idx,Cutoff_percentage,Train_points,Test_points,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
892,28,103,7,PassiveAggressive,LC-PFN,0.6923911161720753,0.0128989657387137,0.0002742982469499,25,0.3,25,22,224,1.0,1.0,1.0,1.0
893,28,103,7,PassiveAggressive,MMF4,2.3555069795487174,0.0433902458262157,0.0020251844509726,25,0.3,25,22,224,3.0,3.0,3.0,3.0
894,28,103,7,PassiveAggressive,WBL4,3.0323208466283136,0.0554750986936378,0.0032903576840732,25,0.3,25,22,224,4.0,4.0,4.0,4.0
895,28,103,7,PassiveAggressive,POW4,0.9102808696656756,0.0168693660538148,0.0004633106449657,25,0.3,25,22,224,2.0,2.0,2.0,2.0
896,33,5,3,SVC_sigmoid,LC-PFN,23.756229877471924,0.0876493379473686,0.010482563637197,25,0.3,25,29,225,1.0,1.0,1.0,1.0
897,33,5,3,SVC_sigmoid,MMF4,28.20535703982488,0.0994052941456865,0.0128757592695787,25,0.3,25,29,225,4.0,4.0,4.0,4.0
898,33,5,3,SVC_sigmoid,WBL4,27.7788925949979,0.0983261302113467,0.0126623746475788,25,0.3,25,29,225,2.0,2.0,2.0,2.0
899,33,5,3,SVC_sigmoid,POW4,27.77889266421372,0.0983261303868212,0.012662374681625,25,0.3,25,29,225,3.0,3.0,3.0,3.0
900,34,254,1,SVC_poly,LC-PFN,7.796827703714371,0.0700398907065391,0.0049723251722753,27,0.3,27,66,226,1.0,1.0,1.0,1.0
901,34,254,1,SVC_poly,MMF4,11.04242246880746,0.0992737158660953,0.0122107527005912,27,0.3,27,66,226,3.0,3.0,3.0,3.0
902,34,254,1,SVC_poly,WBL4,11.314762040139527,0.1014335307766695,0.0127778320668917,27,0.3,27,66,226,4.0,4.0,4.0,4.0
903,34,254,1,SVC_poly,POW4,10.9436153987733,0.0984867400749909,0.0120082354603071,27,0.3,27,66,226,2.0,2.0,2.0,2.0
904,20,130,1,SVC_poly,LC-PFN,1.1039361357688904,0.0199914947152137,0.0004363034968264,25,0.3,25,44,227,4.0,4.0,4.0,4.0
905,20,130,1,SVC_poly,MMF4,0.0462571899800496,0.0008271921600097,7.540751706525584e-07,25,0.3,25,44,227,3.0,3.0,3.0,3.0
906,20,130,1,SVC_poly,WBL4,0.0432116330962639,0.0007727562106476,6.565382742733403e-07,25,0.3,25,44,227,2.0,2.0,2.0,2.0
907,20,130,1,SVC_poly,POW4,0.0231335357862535,0.0004137787903673,2.137467241669053e-07,25,0.3,25,44,227,1.0,1.0,1.0,1.0
908,38,179,9,RidgeClassifier,LC-PFN,0.6920736748725176,0.0131999654695391,0.0001898768095998,25,0.3,25,51,228,2.0,2.0,2.0,2.0
909,38,179,9,RidgeClassifier,MMF4,1.090869865110339,0.0212730652249957,0.0005226870996049,25,0.3,25,51,228,3.0,3.0,3.0,3.0
910,38,179,9,RidgeClassifier,WBL4,0.4229955335782301,0.008094095660963,8.187111365980276e-05,25,0.3,25,51,228,1.0,1.0,1.0,1.0
911,38,179,9,RidgeClassifier,POW4,2.58670983978542,0.0469168146331987,0.0032029777120662,25,0.3,25,51,228,4.0,4.0,4.0,4.0
912,42,127,5,ExtraTree,LC-PFN,0.5419188179075718,0.0102237835526466,0.0001162155967904,25,0.3,25,43,229,1.0,1.0,1.0,1.0
913,42,127,5,ExtraTree,MMF4,1.5989441739480568,0.0296085233717776,0.0009486435810557,25,0.3,25,43,229,3.0,3.0,3.0,3.0
914,42,127,5,ExtraTree,WBL4,1.8060547193923613,0.0333704931525503,0.0011947955901551,25,0.3,25,43,229,4.0,4.0,4.0,4.0
915,42,127,5,ExtraTree,POW4,0.6885002802568317,0.0128799419600325,0.0001973343342467,25,0.3,25,43,229,2.0,2.0,2.0,2.0
916,44,243,22,ens.GradientBoosting,LC-PFN,0.7786025293171406,0.0113679943606257,0.0001601727708475,25,0.3,25,41,230,1.0,1.0,1.0,1.0
917,44,243,22,ens.GradientBoosting,MMF4,8.843907426078555,0.1442805260666248,0.0256363853869037,25,0.3,25,41,230,3.0,3.0,3.0,3.0
918,44,243,22,ens.GradientBoosting,WBL4,10.467198090150664,0.1745361513123074,0.0375029054558443,25,0.3,25,41,230,4.0,4.0,4.0,4.0
919,44,243,22,ens.GradientBoosting,POW4,4.756038354006418,0.0740860629201339,0.0072585590576668,25,0.3,25,41,230,2.0,2.0,2.0,2.0
920,41,110,15,MultinomialNB,LC-PFN,0.6810731720179319,0.0104598961770534,0.0001431088749086,25,0.3,25,29,231,4.0,4.0,4.0,4.0
921,41,110,15,MultinomialNB,MMF4,5.467709575340234e-08,8.323069015601397e-10,7.061190906828827e-19,25,0.3,25,29,231,1.0,1.0,1.0,1.0
922,41,110,15,MultinomialNB,WBL4,0.0009471989919731,1.4418623580831364e-05,2.2839121980500983e-10,25,0.3,25,29,231,3.0,3.0,3.0,3.0
923,41,110,15,MultinomialNB,POW4,3.4225984116518185e-07,5.209955386649375e-09,4.062886641630994e-17,25,0.3,25,29,231,2.0,2.0,2.0,2.0
924,39,47,18,KNN,LC-PFN,1.1067895218729973,0.0123505778610706,0.000240110894083,38,0.3,38,90,232,2.0,2.0,2.0,2.0
925,39,47,18,KNN,MMF4,1.261789650785827,0.0149006687442656,0.0003119852658934,38,0.3,38,90,232,3.0,3.0,3.0,3.0
926,39,47,18,KNN,WBL4,1.4138386968193082,0.0167772650057387,0.0004121197371839,38,0.3,38,90,232,4.0,4.0,4.0,4.0
927,39,47,18,KNN,POW4,0.4735012089228414,0.0055282019983353,6.794744574087191e-05,38,0.3,38,90,232,1.0,1.0,1.0,1.0
928,37,130,11,MLP,LC-PFN,2.3813527077436447,0.039149735122919,0.0021528168581426,25,0.3,25,44,233,4.0,4.0,4.0,4.0
929,37,130,11,MLP,MMF4,1.541864461032722,0.0248623512208638,0.0010023605686108,25,0.3,25,44,233,2.0,2.0,2.0,2.0
930,37,130,11,MLP,WBL4,1.5392750021760853,0.024819849605605,0.0009988484586577,25,0.3,25,44,233,1.0,1.0,1.0,1.0
931,37,130,11,MLP,POW4,1.6313688811069718,0.0263358976255024,0.0011363106136157,25,0.3,25,44,233,3.0,3.0,3.0,3.0
932,49,34,14,BernoulliNB,LC-PFN,1.623489148914814,0.0229240320622921,0.0006855902029201,25,0.3,25,42,234,4.0,4.0,4.0,4.0
933,49,34,14,BernoulliNB,MMF4,0.5405681855423975,0.0074237277058288,6.409828575546663e-05,25,0.3,25,42,234,1.0,1.0,1.0,1.0
934,49,34,14,BernoulliNB,WBL4,0.5735373616988059,0.0078735086973018,7.171851279202037e-05,25,0.3,25,42,234,2.0,2.0,2.0,2.0
935,49,34,14,BernoulliNB,POW4,0.7225788797067629,0.0100412338377814,0.0001026174245667,25,0.3,25,42,234,3.0,3.0,3.0,3.0
936,40,111,19,NearestCentroid,LC-PFN,0.9291650727391244,0.0117601156234741,0.0001469669077778,25,0.3,25,21,235,2.0,2.0,2.0,2.0
937,40,111,19,NearestCentroid,MMF4,0.9668449693937848,0.012358185587254,0.0002510251723316,25,0.3,25,21,235,3.0,3.0,3.0,3.0
938,40,111,19,NearestCentroid,WBL4,1.4415703638455315,0.01829247649715,0.00048537545115,25,0.3,25,21,235,4.0,4.0,4.0,4.0
939,40,111,19,NearestCentroid,POW4,0.4937542674471414,0.0063540367452534,7.268607148168986e-05,25,0.3,25,21,235,1.0,1.0,1.0,1.0
940,45,251,10,SGDClassifier,LC-PFN,3.7532977759838095,0.059341050684452,0.0042756828479468,25,0.3,25,47,236,2.0,2.0,2.0,2.0
941,45,251,10,SGDClassifier,MMF4,6.914260360779909,0.1059759981745691,0.0146569216581606,25,0.3,25,47,236,3.0,3.0,3.0,3.0
942,45,251,10,SGDClassifier,WBL4,8.493825558365067,0.1278170126215248,0.0208091939994042,25,0.3,25,47,236,4.0,4.0,4.0,4.0
943,45,251,10,SGDClassifier,POW4,2.2580927803134525,0.036778193159883,0.0019654606578259,25,0.3,25,47,236,1.0,1.0,1.0,1.0
944,50,238,16,ComplementNB,LC-PFN,4.561717063188553,0.0584322176873683,0.004491017665714,28,0.3,28,67,237,1.0,1.0,1.0,1.0
945,50,238,16,ComplementNB,MMF4,17.758180695423214,0.2692874852765949,0.0858016683103566,28,0.3,28,67,237,3.0,3.0,3.0,3.0
946,50,238,16,ComplementNB,WBL4,19.529336292054737,0.3025238359400124,0.1062809041929263,28,0.3,28,67,237,4.0,4.0,4.0,4.0
947,50,238,16,ComplementNB,POW4,11.853587088549595,0.167569919568564,0.0356549893015715,28,0.3,28,67,237,2.0,2.0,2.0,2.0
948,46,10,6,LogisticRegression,LC-PFN,1.6652211546897888,0.0257227625697851,0.0007697257678955,25,0.3,25,29,238,2.0,2.0,2.0,2.0
949,46,10,6,LogisticRegression,MMF4,4.574275372589878,0.0684515137538505,0.0055421621595703,25,0.3,25,29,238,3.0,3.0,3.0,3.0
950,46,10,6,LogisticRegression,WBL4,5.068850675689675,0.0754384060807458,0.0067076711348408,25,0.3,25,29,238,4.0,4.0,4.0,4.0
951,46,10,6,LogisticRegression,POW4,1.4959765031028447,0.0233011094970244,0.0007616425883059,25,0.3,25,29,238,1.0,1.0,1.0,1.0
952,48,71,12,LDA,LC-PFN,1.116220746189356,0.0212949719280004,0.000461731251562,25,0.3,25,37,239,2.0,2.0,2.0,2.0
953,48,71,12,LDA,MMF4,1.1900915010730182,0.0221993476572749,0.000513784713638,25,0.3,25,37,239,4.0,4.0,4.0,4.0
954,48,71,12,LDA,WBL4,1.1419486684139606,0.0213120898039967,0.0004771302788823,25,0.3,25,37,239,3.0,3.0,3.0,3.0
955,48,71,12,LDA,POW4,0.3751312751323981,0.0070524135954325,6.00517050860223e-05,25,0.3,25,37,239,1.0,1.0,1.0,1.0
956,47,141,8,Perceptron,LC-PFN,2.6338959112763405,0.0312390867620706,0.0018306040437892,25,0.3,25,48,240,1.0,1.0,1.0,1.0
957,47,141,8,Perceptron,MMF4,3.020507143034701,0.035625126598313,0.0021312333165866,25,0.3,25,48,240,3.0,3.0,3.0,3.0
958,47,141,8,Perceptron,WBL4,3.0334488929129013,0.0357767538723661,0.002141776764054,25,0.3,25,48,240,4.0,4.0,4.0,4.0
959,47,141,8,Perceptron,POW4,2.8170221116051497,0.0332221172122894,0.0019650998916779,25,0.3,25,48,240,2.0,2.0,2.0,2.0
960,51,2,9,RidgeClassifier,LC-PFN,0.3305232618004083,0.0057208100333809,5.839068762725219e-05,25,0.3,25,15,241,3.0,3.0,3.0,3.0
961,51,2,9,RidgeClassifier,MMF4,0.1249844725283551,0.0021567741684101,1.0231963440255e-05,25,0.3,25,15,241,2.0,2.0,2.0,2.0
962,51,2,9,RidgeClassifier,WBL4,0.1233380396006913,0.0021280763084828,7.1397519739463314e-06,25,0.3,25,15,241,1.0,1.0,1.0,1.0
963,51,2,9,RidgeClassifier,POW4,0.6726301182373985,0.011689398325695,0.0001543359022098,25,0.3,25,15,241,4.0,4.0,4.0,4.0
964,43,66,12,LDA,LC-PFN,7.081951946020126,0.0795904994010925,0.006593192461878,25,0.3,25,21,242,4.0,4.0,4.0,4.0
965,43,66,12,LDA,MMF4,6.54196408645977,0.0741021380512141,0.006240771319061,25,0.3,25,21,242,3.0,3.0,3.0,3.0
966,43,66,12,LDA,WBL4,5.978577803685506,0.0681320634532262,0.0053916224811631,25,0.3,25,21,242,1.0,1.0,1.0,1.0
967,43,66,12,LDA,POW4,5.97857785775405,0.0681320640290866,0.0053916225566302,25,0.3,25,21,242,2.0,2.0,2.0,2.0
968,57,97,6,LogisticRegression,LC-PFN,1.7301229760050774,0.0266680680215358,0.0009260205551981,25,0.3,25,53,243,3.0,3.0,3.0,3.0
969,57,97,6,LogisticRegression,MMF4,0.1935738842534142,0.0029069940200922,1.1617266173324212e-05,25,0.3,25,53,243,1.0,1.0,1.0,1.0
970,57,97,6,LogisticRegression,WBL4,0.7440740212217682,0.0111112840282636,0.0001410995107664,25,0.3,25,53,243,2.0,2.0,2.0,2.0
971,57,97,6,LogisticRegression,POW4,4.318852344352742,0.0685385775636944,0.0055795166643215,25,0.3,25,53,243,4.0,4.0,4.0,4.0
972,53,163,2,SVC_rbf,LC-PFN,1.7953889444470406,0.0332684554159641,0.0012487464118748,25,0.3,25,26,244,2.0,2.0,2.0,2.0
973,53,163,2,SVC_rbf,MMF4,1.086315579396978,0.0208976902622032,0.0005889416269487,25,0.3,25,26,244,1.0,1.0,1.0,1.0
974,53,163,2,SVC_rbf,WBL4,2.011018130222841,0.0387661950597227,0.00169638456124,25,0.3,25,26,244,3.0,3.0,4.0,3.3333333333333335
975,53,163,2,SVC_rbf,POW4,2.1444797622154903,0.0393117978478364,0.0016011552525424,25,0.3,25,26,244,4.0,4.0,3.0,3.6666666666666665
976,54,227,6,LogisticRegression,LC-PFN,17.78000444173813,0.0965621545910835,0.010312158614397,27,0.3,27,66,245,4.0,4.0,4.0,4.0
977,54,227,6,LogisticRegression,MMF4,10.908418781777398,0.0671960047815005,0.0078297901446695,27,0.3,27,66,245,2.0,2.0,2.0,2.0
978,54,227,6,LogisticRegression,WBL4,12.90138765325581,0.0772120127512591,0.0096774966202908,27,0.3,27,66,245,3.0,3.0,3.0,3.0
979,54,227,6,LogisticRegression,POW4,6.473954173644704,0.0417850180606862,0.0026494671119345,27,0.3,27,66,245,1.0,1.0,1.0,1.0
980,58,221,0,SVC_linear,LC-PFN,0.172556156758219,0.0025644546840339,1.051797971740598e-05,25,0.3,25,22,246,1.0,1.0,1.0,1.0
981,58,221,0,SVC_linear,MMF4,1.1117438110208029,0.0163238381683299,0.0003238624982935,25,0.3,25,22,246,3.0,3.0,3.0,3.0
982,58,221,0,SVC_linear,WBL4,1.2392804548737302,0.0181689482506168,0.0004007623234217,25,0.3,25,22,246,4.0,4.0,4.0,4.0
983,58,221,0,SVC_linear,POW4,0.4491463607388842,0.0066551778916022,6.469275351787335e-05,25,0.3,25,22,246,2.0,2.0,2.0,2.0
984,60,251,0,SVC_linear,LC-PFN,4.131780192255974,0.0667518749833107,0.0061025563627481,25,0.3,25,47,247,1.0,1.0,1.0,1.0
985,60,251,0,SVC_linear,MMF4,8.055796515343902,0.124139786173307,0.0205381531666902,25,0.3,25,47,247,3.0,3.0,3.0,3.0
986,60,251,0,SVC_linear,WBL4,8.864481733132498,0.1353108999302883,0.0241564136261248,25,0.3,25,47,247,4.0,4.0,4.0,4.0
987,60,251,0,SVC_linear,POW4,4.516948033144642,0.0728778737960439,0.0076917935882247,25,0.3,25,47,247,2.0,2.0,2.0,2.0
988,52,252,1,SVC_poly,LC-PFN,31.16633892059326,0.1808209121227264,0.0440972782671451,25,0.3,25,45,248,4.0,4.0,4.0,4.0
989,52,252,1,SVC_poly,MMF4,19.143128945975004,0.1311347304350328,0.033025714149674,25,0.3,25,45,248,2.0,2.0,2.0,2.0
990,52,252,1,SVC_poly,WBL4,19.325658781145357,0.1320177601985493,0.0332585135384845,25,0.3,25,45,248,3.0,3.0,3.0,3.0
991,52,252,1,SVC_poly,POW4,16.510001543348125,0.1178963730912139,0.0290965329118931,25,0.3,25,45,248,1.0,1.0,1.0,1.0
992,59,141,11,MLP,LC-PFN,6.546405702829361,0.0883693993091583,0.0088340500369668,25,0.3,25,48,249,4.0,4.0,4.0,4.0
993,59,141,11,MLP,MMF4,5.54549202650011,0.0755691924217567,0.0064766811142225,25,0.3,25,48,249,2.0,2.0,2.0,2.0
994,59,141,11,MLP,WBL4,6.07078792074795,0.0823677245536725,0.0076816737498944,25,0.3,25,48,249,3.0,3.0,3.0,3.0
995,59,141,11,MLP,POW4,5.4005803358409565,0.073674605237001,0.0061669462316112,25,0.3,25,48,249,1.0,1.0,1.0,1.0
996,55,137,15,MultinomialNB,LC-PFN,0.7663988973945379,0.0125539731234312,0.0002792454324662,25,0.3,25,35,250,2.0,2.0,2.0,2.0
997,55,137,15,MultinomialNB,MMF4,0.6977613804002517,0.0111186918013175,0.000166713654531,25,0.3,25,35,250,1.0,1.0,1.0,1.0
998,55,137,15,MultinomialNB,WBL4,1.9614560877061544,0.0307565776655023,0.0012561355675709,25,0.3,25,35,250,3.0,3.0,3.0,3.0
999,55,137,15,MultinomialNB,POW4,3.22398619161988,0.0537675654536029,0.0035528179311559,25,0.3,25,35,250,4.0,4.0,4.0,4.0
1000,56,235,0,SVC_linear,LC-PFN,4.579704254865646,0.0832311064004898,0.008088051341474,25,0.3,25,39,251,3.0,3.0,3.0,3.0
1001,56,235,0,SVC_linear,MMF4,2.509238233155993,0.0443297573911744,0.0029523453693683,25,0.3,25,39,251,2.0,2.0,2.0,2.0
1002,56,235,0,SVC_linear,WBL4,2.4068654903254663,0.0424537678318382,0.0027489229880307,25,0.3,25,39,251,1.0,1.0,1.0,1.0
1003,56,235,0,SVC_linear,POW4,4.882522261841848,0.089249842354889,0.009310099906798,25,0.3,25,39,251,4.0,4.0,4.0,4.0
1004,63,183,6,LogisticRegression,LC-PFN,7.57511779665947,0.0610252246260643,0.0044527985155582,31,0.3,31,75,252,4.0,4.0,4.0,4.0
1005,63,183,6,LogisticRegression,MMF4,3.273086088922476,0.024574623524804,0.000671552459108,31,0.3,31,75,252,1.0,1.0,1.0,1.0
1006,63,183,6,LogisticRegression,WBL4,5.276285415152704,0.0387873931388553,0.0016529290441354,31,0.3,31,75,252,2.0,2.0,2.0,2.0
1007,63,183,6,LogisticRegression,POW4,6.0953395269632376,0.0513236568836056,0.0032203551899304,31,0.3,31,75,252,3.0,3.0,3.0,3.0
1008,70,134,0,SVC_linear,LC-PFN,1.7156504094600675,0.0308589525520801,0.0016299843555316,25,0.3,25,40,253,4.0,4.0,4.0,4.0
1009,70,134,0,SVC_linear,MMF4,1.670169108499014,0.0297198654004217,0.0011846335563633,25,0.3,25,40,253,3.0,3.0,3.0,3.0
1010,70,134,0,SVC_linear,WBL4,1.406188190788205,0.0250286004053194,0.0010081141662708,25,0.3,25,40,253,1.0,1.0,1.0,1.0
1011,70,134,0,SVC_linear,POW4,1.4061881939660177,0.0250286004620835,0.0010081141672944,25,0.3,25,40,253,2.0,2.0,2.0,2.0
1012,65,68,8,Perceptron,LC-PFN,1.1714466847479343,0.0189764648675918,0.0005270641413517,25,0.3,25,52,254,1.0,1.0,1.0,1.0
1013,65,68,8,Perceptron,MMF4,2.849383800829977,0.0453970235210752,0.0027401376048689,25,0.3,25,52,254,3.0,3.0,3.0,3.0
1014,65,68,8,Perceptron,WBL4,3.3808204359472,0.0535128057434576,0.0036530512898959,25,0.3,25,52,254,4.0,4.0,4.0,4.0
1015,65,68,8,Perceptron,POW4,2.137509521589197,0.0354991557115412,0.0017154726201882,25,0.3,25,52,254,2.0,2.0,2.0,2.0
1016,64,72,8,Perceptron,LC-PFN,1.7841193825006485,0.0192292127758264,0.0006000907160341,25,0.3,25,51,255,1.0,1.0,1.0,1.0
1017,64,72,8,Perceptron,MMF4,1.931334797336286,0.0210598063446208,0.0008220070353108,25,0.3,25,51,255,2.0,2.0,2.0,2.0
1018,64,72,8,Perceptron,WBL4,2.207241797047259,0.0239933357936963,0.0014138039895605,25,0.3,25,51,255,3.0,3.0,4.0,3.3333333333333335
1019,64,72,8,Perceptron,POW4,2.3018813034709407,0.0252216445030789,0.0008920844247391,25,0.3,25,51,255,4.0,4.0,3.0,3.6666666666666665
1020,61,135,18,KNN,LC-PFN,0.877444539219141,0.0168521292507648,0.0003311926848255,25,0.3,25,52,256,3.0,3.0,3.0,3.0
1021,61,135,18,KNN,MMF4,1.1193144440626623,0.0217934104571258,0.0006582880693699,25,0.3,25,52,256,4.0,4.0,4.0,4.0
1022,61,135,18,KNN,WBL4,0.3210385781008291,0.0062190515492527,8.369731190507118e-05,25,0.3,25,52,256,2.0,2.0,2.0,2.0
1023,61,135,18,KNN,POW4,0.1106565463723858,0.0021266628111706,7.260336957134593e-06,25,0.3,25,52,256,1.0,1.0,1.0,1.0
1024,71,88,19,NearestCentroid,LC-PFN,0.3532224567607045,0.0057533620856702,4.123743565287441e-05,25,0.3,25,45,257,1.0,1.0,1.0,1.0
1025,71,88,19,NearestCentroid,MMF4,0.7859608105127899,0.0126777349080674,0.0001699146969181,25,0.3,25,45,257,3.0,3.0,3.0,3.0
1026,71,88,19,NearestCentroid,WBL4,1.175133480009893,0.0188920258435748,0.0003995069753722,25,0.3,25,45,257,4.0,4.0,4.0,4.0
1027,71,88,19,NearestCentroid,POW4,0.7224687937355057,0.0116576586317398,0.0001422069432434,25,0.3,25,45,257,2.0,2.0,2.0,2.0
1028,66,96,4,Decision Tree,LC-PFN,2.2896796464920044,0.0347172319889068,0.0014655897393822,25,0.3,25,21,258,2.0,2.0,2.0,2.0
1029,66,96,4,Decision Tree,MMF4,2.764356829968377,0.0417826623561225,0.0024268725186561,25,0.3,25,21,258,3.0,3.0,3.0,3.0
1030,66,96,4,Decision Tree,WBL4,3.4019342850454533,0.0509931358682176,0.0034862614453676,25,0.3,25,21,258,4.0,4.0,4.0,4.0
1031,66,96,4,Decision Tree,POW4,1.5407500542595889,0.0236720460405508,0.0008135755942187,25,0.3,25,21,258,1.0,1.0,1.0,1.0
1032,68,209,11,MLP,LC-PFN,1.136987842619419,0.0114794736728072,0.0002139548305422,25,0.3,25,14,259,1.0,1.0,1.0,1.0
1033,68,209,11,MLP,MMF4,1.713492388702586,0.0172023285915794,0.0004328145716318,25,0.3,25,14,259,4.0,4.0,4.0,4.0
1034,68,209,11,MLP,WBL4,1.2780232090540564,0.0129119495732054,0.0002494352614558,25,0.3,25,14,259,2.0,2.0,2.0,2.0
1035,68,209,11,MLP,POW4,1.278023598138764,0.0129119534356955,0.0002494354249623,25,0.3,25,14,259,3.0,3.0,3.0,3.0
1036,67,11,9,RidgeClassifier,LC-PFN,3.964005038142204,0.0379311926662921,0.001661641173996,25,0.3,25,25,260,3.0,2.0,2.0,2.3333333333333335
1037,67,11,9,RidgeClassifier,MMF4,3.911221517861037,0.0382164241515725,0.0016684316753754,25,0.3,25,25,260,2.0,3.0,3.0,2.6666666666666665
1038,67,11,9,RidgeClassifier,WBL4,4.252438971078685,0.0413967193033016,0.0019436636552533,25,0.3,25,25,260,4.0,4.0,4.0,4.0
1039,67,11,9,RidgeClassifier,POW4,0.7591638105191618,0.0076363531822965,7.525611545362004e-05,25,0.3,25,25,260,1.0,1.0,1.0,1.0
1040,69,203,7,PassiveAggressive,LC-PFN,1.0952822864055634,0.0147767774760723,0.0002567247720435,25,0.3,25,36,261,1.0,1.0,1.0,1.0
1041,69,203,7,PassiveAggressive,MMF4,2.9262209127915906,0.0393537969247719,0.0017296264289529,25,0.3,25,36,261,3.0,3.0,3.0,3.0
1042,69,203,7,PassiveAggressive,WBL4,3.3546953798999475,0.0449135422057778,0.0022749874898771,25,0.3,25,36,261,4.0,4.0,4.0,4.0
1043,69,203,7,PassiveAggressive,POW4,2.816992242800628,0.0379276152527797,0.0016024031523632,25,0.3,25,36,261,2.0,2.0,2.0,2.0
1044,73,168,8,Perceptron,LC-PFN,1.2401885353028774,0.0244999174028635,0.0006002628360874,38,0.3,38,90,262,4.0,4.0,4.0,4.0
1045,73,168,8,Perceptron,MMF4,1.6866018353966747e-05,3.373196928113664e-07,1.3485323649430085e-12,38,0.3,38,90,262,2.0,2.0,2.0,2.0
1046,73,168,8,Perceptron,WBL4,3.4228360886376065e-11,6.84567217727287e-13,4.686322768057783e-25,38,0.3,38,90,262,1.0,1.0,1.0,1.0
1047,73,168,8,Perceptron,POW4,0.4187144761499935,0.0083393713678627,6.95451148111438e-05,38,0.3,38,90,262,3.0,3.0,3.0,3.0
1048,76,91,9,RidgeClassifier,LC-PFN,0.8025657385587692,0.013631553389132,0.0002455133362673,25,0.3,25,56,263,4.0,4.0,4.0,4.0
1049,76,91,9,RidgeClassifier,MMF4,0.281914469499718,0.0047444963290982,2.3838839560125757e-05,25,0.3,25,56,263,2.0,2.0,2.0,2.0
1050,76,91,9,RidgeClassifier,WBL4,0.2239369405304462,0.0037543715521998,2.0000541787891574e-05,25,0.3,25,56,263,1.0,1.0,1.0,1.0
1051,76,91,9,RidgeClassifier,POW4,0.3717519314687451,0.0062645088383782,4.180198479351195e-05,25,0.3,25,56,263,3.0,3.0,3.0,3.0
1052,75,89,7,PassiveAggressive,LC-PFN,1.3579386286437511,0.0208181831985712,0.0007412593113258,25,0.3,25,47,264,1.0,1.0,2.0,1.3333333333333333
1053,75,89,7,PassiveAggressive,MMF4,2.1557603153960523,0.032404386297932,0.0013756511693301,25,0.3,25,47,264,4.0,4.0,4.0,4.0
1054,75,89,7,PassiveAggressive,WBL4,2.010336673369519,0.0302748315633821,0.0012296241589827,25,0.3,25,47,264,3.0,3.0,3.0,3.0
1055,75,89,7,PassiveAggressive,POW4,1.520841208440247,0.0231180800145267,0.0006913450847854,25,0.3,25,47,264,2.0,2.0,1.0,1.6666666666666667
1056,82,86,19,NearestCentroid,LC-PFN,1.211567036807537,0.0180603265762329,0.0004616722872015,25,0.3,25,45,265,4.0,4.0,4.0,4.0
1057,82,86,19,NearestCentroid,MMF4,0.6995529687336208,0.0101610475629422,0.0001139030204366,25,0.3,25,45,265,2.0,2.0,2.0,2.0
1058,82,86,19,NearestCentroid,WBL4,0.8656911355360156,0.0125514741834789,0.0001714773500473,25,0.3,25,45,265,3.0,3.0,3.0,3.0
1059,82,86,19,NearestCentroid,POW4,0.1750127703181689,0.0025635485095563,7.575502985573484e-06,25,0.3,25,45,265,1.0,1.0,1.0,1.0
1060,62,39,6,LogisticRegression,LC-PFN,1.9352763891220093,0.0228540245443582,0.0007924934034235,30,0.3,30,73,266,1.0,1.0,1.0,1.0
1061,62,39,6,LogisticRegression,MMF4,2.2909087803880004,0.02712109178307,0.0009138274063109,30,0.3,30,73,266,3.0,3.0,3.0,3.0
1062,62,39,6,LogisticRegression,WBL4,2.2878663334243803,0.0270837970381172,0.0008683241677863,30,0.3,30,73,266,2.0,2.0,2.0,2.0
1063,62,39,6,LogisticRegression,POW4,5.383293343381065,0.0680945889042434,0.0052027410423659,30,0.3,30,73,266,4.0,4.0,4.0,4.0
1064,78,141,6,LogisticRegression,LC-PFN,1.1106799356639383,0.0179456770420074,0.0004931011353619,25,0.3,25,48,267,2.0,2.0,2.0,2.0
1065,78,141,6,LogisticRegression,MMF4,1.2133247756949768,0.0196116692113948,0.0005354066514036,25,0.3,25,48,267,3.0,3.0,3.0,3.0
1066,78,141,6,LogisticRegression,WBL4,0.8007532196154848,0.0128614164953663,0.0002279002050384,25,0.3,25,48,267,1.0,1.0,1.0,1.0
1067,78,141,6,LogisticRegression,POW4,1.2525394764739408,0.0202587746391739,0.000573810407953,25,0.3,25,48,267,4.0,4.0,4.0,4.0
1068,77,221,4,Decision Tree,LC-PFN,0.3136274870485067,0.0045070243068039,3.3673193684080616e-05,25,0.3,25,22,268,2.0,2.0,2.0,2.0
1069,77,221,4,Decision Tree,MMF4,0.6745993502746837,0.0097034629770915,0.0001286811709188,25,0.3,25,22,268,3.0,3.0,3.0,3.0
1070,77,221,4,Decision Tree,WBL4,0.8288030361245778,0.0118972194237492,0.0001832855582948,25,0.3,25,22,268,4.0,4.0,4.0,4.0
1071,77,221,4,Decision Tree,POW4,0.2791486052303812,0.0040316216838576,2.12733154039011e-05,25,0.3,25,22,268,1.0,1.0,1.0,1.0
1072,72,81,8,Perceptron,LC-PFN,1.876595802605152,0.0187495611608028,0.0004866142699029,25,0.3,25,30,269,4.0,4.0,4.0,4.0
1073,72,81,8,Perceptron,MMF4,1.0408043785686614,0.0105458794934676,0.0001670178697098,25,0.3,25,30,269,3.0,3.0,3.0,3.0
