Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,Curve_idx,SMAPE,MAE,MSE
LC-PFN,KDKL,0.1,KDKL_10%,66979,1.1225407011806965,0.017337316647171974,0.0004484147939365357
MMF4,KDKL,0.1,KDKL_10%,66979,5.266241426814503,0.0790246402827792,0.007649774324247871
WBL4,KDKL,0.1,KDKL_10%,66979,5.451144860064796,0.08162571331949599,0.008087859715903535
POW4,KDKL,0.1,KDKL_10%,66979,4.908408202340437,0.08058018987186505,0.006852847827274156
LC-PFN,KDKL,0.1,KDKL_10%,77151,1.477026380598545,0.0272495299577713,0.0009283609688282013
MMF4,KDKL,0.1,KDKL_10%,77151,0.7470853908677171,0.013690662948335198,0.0002385313098733158
WBL4,KDKL,0.1,KDKL_10%,77151,0.7568885385091676,0.013870147450878547,0.0002404233836775087
POW4,KDKL,0.1,KDKL_10%,77151,3.194081692292455,0.060286475483212,0.004600087643096226
LC-PFN,KDKL,0.1,KDKL_10%,35389,1.6368404030799866,0.025479428470134735,0.0009900269797071815
MMF4,KDKL,0.1,KDKL_10%,35389,1.259534197875941,0.019485799801353166,0.0006529144962976157
WBL4,KDKL,0.1,KDKL_10%,35389,1.1602143978333035,0.017917420860908723,0.0005857919162466093
POW4,KDKL,0.1,KDKL_10%,35389,3.0227762035096966,0.04794369060179314,0.0028703526419150338
LC-PFN,KDKL,0.1,KDKL_10%,12403,3.976299986243248,0.056064046919345856,0.003855775110423565
MMF4,KDKL,0.1,KDKL_10%,12403,5.483621713462737,0.07617134741842171,0.007238674559000767
WBL4,KDKL,0.1,KDKL_10%,12403,5.520113326345987,0.07664749394940566,0.007319078929099378
POW4,KDKL,0.1,KDKL_10%,12403,5.473290557567121,0.07603640523305927,0.007213974102510813
LC-PFN,KDKL,0.1,KDKL_10%,41343,3.880026191473007,0.05581109970808029,0.004138921853154898
MMF4,KDKL,0.1,KDKL_10%,41343,4.05983045916728,0.058745177227438196,0.004879990422020197
WBL4,KDKL,0.1,KDKL_10%,41343,5.218636288718765,0.07741987312235107,0.00897891322167101
POW4,KDKL,0.1,KDKL_10%,41343,2.2429804484497486,0.030958779147480114,0.0012363925788331284
LC-PFN,KDKL,0.1,KDKL_10%,81961,5.068117007613182,0.07107719779014587,0.006238999310880899
MMF4,KDKL,0.1,KDKL_10%,81961,4.654004315145272,0.06494318482415269,0.007049499395224144
WBL4,KDKL,0.1,KDKL_10%,81961,5.57870677925509,0.07844108369500094,0.007277078909881675
POW4,KDKL,0.1,KDKL_10%,81961,4.9235646842511205,0.06955170350839082,0.009007196525829214
LC-PFN,KDKL,0.1,KDKL_10%,4587,4.257705435156822,0.030962923541665077,0.0013841529143974185
MMF4,KDKL,0.1,KDKL_10%,4587,6.6550077798655165,0.04556006010495578,0.002672723653521273
WBL4,KDKL,0.1,KDKL_10%,4587,5.211944199209227,0.036329999995587225,0.0018839387262680422
POW4,KDKL,0.1,KDKL_10%,4587,5.211958388781908,0.03633009211525455,0.0018839461333332594
LC-PFN,KDKL,0.1,KDKL_10%,45160,1.0443158447742462,0.016419947147369385,0.0003432005178183317
MMF4,KDKL,0.1,KDKL_10%,45160,2.3818449694466444,0.037241294686651244,0.0018484999726639056
WBL4,KDKL,0.1,KDKL_10%,45160,2.38756109350096,0.03732840339427717,0.0018660078131604277
POW4,KDKL,0.1,KDKL_10%,45160,1.6152157468746926,0.02518243109547253,0.0009583224978327412
LC-PFN,KDKL,0.1,KDKL_10%,37972,1.4552026987075806,0.014959721826016903,0.00025665617431513965
MMF4,KDKL,0.1,KDKL_10%,37972,0.8356502221090409,0.008507462928896257,0.00010170319481355133
WBL4,KDKL,0.1,KDKL_10%,37972,0.8229015915503861,0.008376216749381138,9.907902886925832e-05
POW4,KDKL,0.1,KDKL_10%,37972,0.8860546998059673,0.00902680446073251,0.00011231288807517159
LC-PFN,KDKL,0.1,KDKL_10%,12558,1.2929747812449932,0.01871517114341259,0.0005360126378946006
MMF4,KDKL,0.1,KDKL_10%,12558,6.45419928423183,0.09054294141294765,0.008935732619618206
