Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,SMAPE,MAE,MSE,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
WBL4,UDUL,0.5,UDUL_50%,6.993580164084891,0.023695607540377767,0.0007493282044496126,839,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,3.2908251671632387,0.011914856642902025,0.0001745083569819316,839,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,6.480393409729004,0.07750236988067627,0.007624980062246323,840,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,7.092581356631945,0.08567762989290739,0.009849298848812712,840,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,20.160099765700405,0.30329372375146296,0.10466115008220668,840,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,7.475938839560703,0.0911377899776623,0.011562153408282866,840,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,2.7844865322113037,0.04387067258358002,0.0073509435169398785,841,1.0,1.0,3.0,1.6666666666666667
MMF4,UDUL,0.5,UDUL_50%,3.5174266092706485,0.05628115295141112,0.00624448846248624,841,3.0,3.0,1.0,2.3333333333333335
WBL4,UDUL,0.5,UDUL_50%,2.8062186885759144,0.04424664677357294,0.007298453407404815,841,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,4.451118352716888,0.07409321990414082,0.012562175696521617,841,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,13.981817245483398,0.12953974306583405,0.0980999544262886,842,1.0,1.0,2.0,1.3333333333333333
MMF4,UDUL,0.7,UDUL_70%,18.054241459246896,0.21334445611978992,0.13013104780043563,842,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,15.123180809596725,0.15217768473877005,0.1053408222233534,842,2.0,2.0,3.0,2.3333333333333335
POW4,UDUL,0.7,UDUL_70%,17.595740736420236,0.18209011481010165,0.09051770853439002,842,3.0,3.0,1.0,2.3333333333333335
LC-PFN,UDUL,0.7,UDUL_70%,0.8511452078819275,0.013106286525726318,0.00020669173682108521,843,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,1.360067422031682,0.020820738315838836,0.0004819270930690006,843,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,1.4829612533742682,0.02267179110643231,0.0005624349159182853,843,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,3.4176231978628437,0.05493432877063352,0.003103210459257313,843,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,2.031339406967163,0.028427952900528908,0.0012311377795413136,844,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,1.9247308045691955,0.026959116070622652,0.0010987318877766167,844,1.0,1.0,3.0,1.6666666666666667
WBL4,UDUL,0.7,UDUL_70%,1.9254375194830555,0.026972574472062517,0.0010814344424998257,844,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,1.9312825157302063,0.02706055454986724,0.0010701436161036665,844,3.0,3.0,1.0,2.3333333333333335
LC-PFN,UDUL,0.7,UDUL_70%,2.2250823974609375,0.023417271673679352,0.0010055856546387076,845,1.0,1.0,3.0,1.6666666666666667
MMF4,UDUL,0.7,UDUL_70%,2.3549577362356384,0.024721260141813098,0.0013689567605470394,845,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,2.301804687475727,0.024189146485195403,0.0009668510421045539,845,3.0,3.0,1.0,2.3333333333333335
POW4,UDUL,0.7,UDUL_70%,2.301804687354128,0.02418914648397262,0.0009668510425379246,845,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,5.472476482391357,0.06263905763626099,0.006048950366675854,846,1.0,1.0,3.0,1.6666666666666667
MMF4,UDUL,0.7,UDUL_70%,5.67245632055335,0.0648692560107869,0.006486382803843906,846,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,5.4776596000257625,0.06269841269789266,0.005841032159405312,846,2.0,3.0,2.0,2.3333333333333335
POW4,UDUL,0.7,UDUL_70%,5.477659600188301,0.06269841269618721,0.005841032140693663,846,3.0,2.0,1.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,1.641382098197937,0.019695093855261803,0.0005563321174122393,847,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,1.6491525134819063,0.019791510440353106,0.0005754201965182653,847,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,1.650069049867854,0.019802613998787102,0.0005759016783495027,847,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,1.9468098952424466,0.023430401052840593,0.000782745652225599,847,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,2.707693099975586,0.0306085254997015,0.0013979559298604727,848,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,3.9018824251477637,0.0453036632274577,0.0034709170260349234,848,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,14.424927257693682,0.1987014616022463,0.05551724761010012,848,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,3.286002416092409,0.03771063840954908,0.002355762483690182,848,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,3.060645818710327,0.04370487853884697,0.002533480292186141,849,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,3.8786532464708925,0.05505823565175787,0.004133017162252891,849,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,3.564360313738875,0.05074350894666474,0.003591832991281801,849,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,3.5643603091715708,0.05074350888363457,0.0035918329839991435,849,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,2.3915936946868896,0.04262605682015419,0.0019940920174121857,850,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,5.7695746532869405,0.09959600094201183,0.010184340023509049,850,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,6.150198090247389,0.10577730194468692,0.011484254594105693,850,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,2.152307684086719,0.038296358220208875,0.0017346974987244542,850,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,0.2734217643737793,0.0036768391728401184,2.1291283701430075e-05,851,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,0.34986189082941305,0.004675550593525618,2.685824935547089e-05,851,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,0.8165559106903743,0.010891955261639797,0.0001729906737901083,851,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,1.552150518593977,0.021430885700911225,0.000699005954561139,851,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,1.200369954109192,0.015035266056656837,0.0002829474105965346,852,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,3.1875528110738847,0.03909208890137435,0.0020914566687897426,852,3.0,2.0,3.0,2.6666666666666665
WBL4,UDUL,0.7,UDUL_70%,3.2394667905374916,0.03970169722636833,0.002139490068776672,852,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,3.076461983604803,0.03937224477677468,0.0017769663915427174,852,2.0,3.0,2.0,2.3333333333333335
LC-PFN,UDUL,0.7,UDUL_70%,0.504716694355011,0.009580414742231369,0.00010587927681626752,853,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,0.7372769575072489,0.013956522080809358,0.00020900169464715482,853,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,1.1389495710338613,0.02146927135734808,0.0004934366733321281,853,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,0.5454489457251436,0.010345961725325838,0.00011559622129063418,853,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,2.663661003112793,0.030172431841492653,0.001333326450549066,854,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,5.365634178094623,0.06195278728215203,0.006158961422416874,854,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,6.6019795771078815,0.0750154073536183,0.008421712536130934,854,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,2.4262447942077046,0.02846538105119764,0.001132776388580708,854,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,1.2495229244232178,0.02338448353111744,0.0009348473977297544,855,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,1.4382221923289138,0.026996149331741368,0.0015007738074477076,855,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,1.9605623551578923,0.037353733891783696,0.0025304798035981147,855,3.0,3.0,4.0,3.3333333333333335
POW4,UDUL,0.7,UDUL_70%,2.272625351107854,0.0421169621883068,0.002090506841095407,855,4.0,4.0,3.0,3.6666666666666665
LC-PFN,UDUL,0.7,UDUL_70%,0.264631450176239,0.0036391019821166992,1.775567579898052e-05,856,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,1.4698846771120941,0.02064054527478219,0.0004959057280426584,856,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.13617040990083162,0.0018697181255752713,1.5422627492912745e-05,856,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,1.744863525575679,0.024619910868297172,0.0007505339433709358,856,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,2.2514407634735107,0.03469672054052353,0.006774100475013256,857,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,20.98762409997971,0.2993822735599612,0.0960555184405084,857,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,6.114564810123306,0.10685173944951988,0.019252446936791328,857,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,17.15999400748349,0.25320346546325667,0.06813576524278768,857,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,3.0798397064208984,0.05803300812840462,0.004794909153133631,858,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,2.9255592663924257,0.05524622488862545,0.004190385282045559,858,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,2.8897509811505637,0.05459437316977216,0.004055264110122377,858,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,2.841326572153721,0.05371298647646759,0.003961082575283483,858,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,1.3057830333709717,0.024156685918569565,0.0007497671758756042,859,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,1.3575345699622872,0.025098078313808184,0.0007835990271762561,859,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,1.4403490051126735,0.026605283237699826,0.0009044290353655608,859,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,1.0404306446799012,0.019285522417015075,0.00044346494076216215,859,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,10.977250099182129,0.02806803397834301,0.0010718678822740912,860,3.0,3.0,3.0,3.0
MMF4,UDUL,0.7,UDUL_70%,8.02722827194199,0.019841269841268588,0.0006907300153561798,860,1.0,1.0,1.0,1.0
WBL4,UDUL,0.7,UDUL_70%,9.064338125141324,0.02258257250984787,0.0007423996791434151,860,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,14.664982403282725,0.039783295213402514,0.0020028004456752106,860,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,1.8877472877502441,0.019422972574830055,0.0005775853060185909,861,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,2.293270849439553,0.02371480741382862,0.0007761539894660623,861,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,2.292995837316218,0.02371193701170048,0.0007760783620488298,861,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,2.0806025036289486,0.021445465565698322,0.000651567120672192,861,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,2.560157537460327,0.029365476220846176,0.0011157960398122668,862,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,2.9599941144438753,0.034045441110286616,0.0015772815062799607,862,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,4.139961324252119,0.048229548222893055,0.002970133921727386,862,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,4.139961331101405,0.048229548306840966,0.0029701339312845207,862,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,0.5205724239349365,0.009424219839274883,0.00018262142839375883,863,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,1.700272750757298,0.03061893022597099,0.0010410846915746544,863,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,1.8549915418579161,0.03335467972484725,0.0012398330123783044,863,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,0.8903223656183422,0.01613870957311824,0.0003134402486946651,863,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,2.0446503162384033,0.03345102071762085,0.001218469813466072,864,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,4.661780133789086,0.07430137088235113,0.005757173021607625,864,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,4.813993760125588,0.07661154768984454,0.006106794595946298,864,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,1.9583852447657786,0.03203300189427833,0.0011137346793113497,864,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,2.5048322677612305,0.03984777256846428,0.0019160269293934107,865,3.0,3.0,3.0,3.0
MMF4,UDUL,0.7,UDUL_70%,2.1276174992455896,0.03365772731879643,0.00180175656040141,865,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,2.1098522905913573,0.03337037397052431,0.001771645928387165,865,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,4.77818437448412,0.07830919646959819,0.006629269968311927,865,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,4.306574821472168,0.05596756190061569,0.005842254497110844,866,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,4.54564798879959,0.059360562424720584,0.006487525388654229,866,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,4.60436965150523,0.06021365707745755,0.006649181160435949,866,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,4.431283488374307,0.05770327421032946,0.005908466289094537,866,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,0.5452014207839966,0.00966121070086956,0.00014428400027099997,867,2.0,2.0,3.0,2.3333333333333335
MMF4,UDUL,0.7,UDUL_70%,0.566907268661177,0.010044679071917244,0.00013706026643014457,867,3.0,3.0,2.0,2.6666666666666665
WBL4,UDUL,0.7,UDUL_70%,0.6951045184516038,0.012307935559621945,0.00020466395827269538,867,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,0.5359654727401953,0.009495596561095658,0.00012807068869830456,867,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,1.7124285697937012,0.032539598643779755,0.0012084413319826126,868,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,2.147392478267794,0.04061079319647025,0.0018487720209904976,868,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,2.1877284714027154,0.041355366893535445,0.0019099705129107618,868,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,1.435228709369112,0.02735837659120966,0.0008806655484337921,868,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,0.14234597980976105,0.0027970303781330585,9.233231139660347e-06,869,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,0.8639891209879387,0.01685983292741516,0.0002842541779976625,869,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.9924287759587288,0.019341567483474487,0.00037409623271779754,869,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,0.21460864495061951,0.004213683665299335,2.7002543332628577e-05,869,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,0.9625961184501648,0.01650420017540455,0.0008524660370312631,870,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,0.9504501234496741,0.016289490160205148,0.0008611212134706635,870,1.0,1.0,3.0,1.6666666666666667
WBL4,UDUL,0.7,UDUL_70%,1.1071759309297222,0.01903898942097815,0.0008503064363133244,870,3.0,3.0,1.0,2.3333333333333335
POW4,UDUL,0.7,UDUL_70%,1.7711832985937175,0.031232153314065376,0.00201700583183392,870,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,0.7473018169403076,0.011477947235107422,0.00015678729687351733,871,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,1.1434555729287403,0.017490757834980893,0.00033913849938694527,871,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,1.028287200084868,0.015749107970833433,0.000279580306358513,871,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,1.028289424229105,0.01574914164514548,0.0002795813670618368,871,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,3.251739501953125,0.04518556222319603,0.007941436022520065,872,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,9.89800312944769,0.14021443813745188,0.019977680933915595,872,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,9.669879804595908,0.13718354889962464,0.01916702351385605,872,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,9.858852907838548,0.13969516533335313,0.019836027880032185,872,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,0.13415199518203735,0.0013596117496490479,2.092783688567579e-06,873,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,0.32654430606511353,0.003316155078983296,1.1215951256361914e-05,873,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.28394000090346727,0.002882235321566858,8.526347115554266e-06,873,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,2.9020901885887502,0.030257019798150965,0.0009181574330613744,873,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,7.027225971221924,0.07490430027246475,0.008427930064499378,874,3.0,3.0,4.0,3.3333333333333335
MMF4,UDUL,0.7,UDUL_70%,7.110849265813236,0.07562914318810934,0.007528129984051448,874,4.0,4.0,3.0,3.6666666666666665
WBL4,UDUL,0.7,UDUL_70%,7.012247917817495,0.07460317460311813,0.007097663139255697,874,1.0,2.0,1.0,1.3333333333333333
POW4,UDUL,0.7,UDUL_70%,7.012247917857498,0.07460317460309744,0.0070976631395499295,874,2.0,1.0,2.0,1.6666666666666667
LC-PFN,UDUL,0.7,UDUL_70%,0.7515959143638611,0.009876384399831295,0.00011181298759765923,875,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,0.6231347379469325,0.008199824447318474,9.555732411689377e-05,875,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.6134486067069062,0.008069211597920912,7.995778477567199e-05,875,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,0.616943278221287,0.008115738046413216,8.35576583377996e-05,875,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,2.8404176235198975,0.04243931546807289,0.0021224378142505884,876,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,3.9515046093131967,0.05831909279541604,0.004013054038360735,876,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,4.179627614685873,0.06153832405763363,0.00450429864755276,876,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,3.6753892438649904,0.05440714996237488,0.0034834938234653843,876,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,1.728819489479065,0.032111138105392456,0.0011417801724746823,877,3.0,3.0,1.0,2.3333333333333335
MMF4,UDUL,0.7,UDUL_70%,1.6741878835194222,0.0311182857070659,0.0017073173226260629,877,1.0,1.0,4.0,2.0
WBL4,UDUL,0.7,UDUL_70%,1.7252181861548077,0.03204683126603514,0.0011780142605186089,877,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,1.7960034980910171,0.033367401795521466,0.0013477671174479265,877,4.0,4.0,3.0,3.6666666666666665
LC-PFN,UDUL,0.7,UDUL_70%,2.48530912399292,0.04219631478190422,0.0020247246138751507,878,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,5.3869838017955844,0.08871102517080276,0.008344260438159758,878,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,5.547792572779051,0.09121245794582405,0.008810238702426344,878,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,0.5131140574098682,0.008925566979669515,0.00012344390104835126,878,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,0.563153088092804,0.010737737640738487,0.00015506263298448175,879,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,0.5283111877579317,0.010077967775325908,0.00014244953911991373,879,1.0,1.0,1.0,1.0
WBL4,UDUL,0.7,UDUL_70%,1.1722154571716894,0.022198339378887866,0.0005772976209538782,879,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,1.2866907674147314,0.024893231027130164,0.0007584733714156766,879,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,0.6040723323822021,0.011672868393361568,0.0001647819735808298,880,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,0.42722544136773716,0.008275444254694815,8.740139770964343e-05,880,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.42033870374891796,0.008142730427051421,8.385076872078935e-05,880,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,0.3043222541056492,0.005901716709055221,4.094383976483746e-05,880,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,1.8674660921096802,0.016706418246030807,0.0004834930005017668,881,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,2.537918093063491,0.02246331212056811,0.0008284097233784415,881,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,2.70103391462224,0.023846772686350732,0.0009023489733209848,881,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,1.8289868071938375,0.016378148089189856,0.000480642789539968,881,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,0.4673590064048767,0.008986731991171837,9.095117275137454e-05,882,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,0.6393749830897832,0.012242363056832944,0.00015384904266533582,882,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.3299656653950202,0.006353808873621334,4.8021305760229865e-05,882,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,3.341599068350756,0.06215661094188013,0.003883902940942352,882,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,0.057764556258916855,0.0009700104128569365,1.3886854048905661e-06,883,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,0.15449937267707065,0.0025976089324799023,7.4615801181453415e-06,883,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.044018949998406796,0.0007390174231545446,8.882938321608834e-07,883,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,1.310432492715296,0.022295657317321593,0.0005008235857660082,883,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,0.09225141257047653,0.001843273639678955,3.4319423320994247e-06,884,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,0.0036146137212576426,7.227512251294511e-05,3.298711249377286e-08,884,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,0.0018637035374498806,3.725810142363173e-05,3.1924966646344814e-08,884,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,0.0233815709600892,0.00046747997611815985,2.8778590202234676e-07,884,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,0.9990330934524536,0.016296207904815674,0.0006328581366688013,885,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,7.9530565123374375,0.14174039935708574,0.020896579633833963,885,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,2.4704886179955334,0.04130507826320165,0.0021713681374060426,885,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,3.2838972870557455,0.05215767609566599,0.0033459451922561363,885,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,14.642879486083984,0.04131768271327019,0.002123125595971942,886,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,12.209202580363252,0.03298370195901942,0.0013750263222406494,886,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,12.193922450356753,0.03293460256443821,0.0013685206870691028,886,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,12.49350634035378,0.033915604043593714,0.0015180478205357065,886,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,3.983562469482422,0.06339885294437408,0.0049962676130235195,887,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,2.8178220453075924,0.044095340781992495,0.0027153817267996897,887,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,1.9861939921499852,0.030662689450088043,0.0016020203771296294,887,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,3.3096900521137,0.05234911434522209,0.003861928058719302,887,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,2.56266713142395,0.02877701260149479,0.0011826955014839768,888,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,2.935783914540781,0.03312884265200768,0.0015782197492174796,888,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,16.38849179333397,0.22952523805691374,0.06885189637659231,888,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,2.8685757401262157,0.03234337382752946,0.00151690814780812,888,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.7,UDUL_70%,0.3854117691516876,0.007191479206085205,9.808042523218319e-05,889,1.0,1.0,2.0,1.3333333333333333
MMF4,UDUL,0.7,UDUL_70%,0.449405672403168,0.008388165718818745,0.00012080171727854129,889,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,0.5073490261398076,0.009485036583330782,0.0001520415576061978,889,4.0,4.0,4.0,4.0
POW4,UDUL,0.7,UDUL_70%,0.40066559506347366,0.007471244348984852,9.47329682025886e-05,889,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UDUL,0.9,UDUL_90%,1.8046051263809204,0.01592947356402874,0.0003021887969225645,890,4.0,4.0,4.0,4.0
