Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,Curve_idx,SMAPE,MAE,MSE,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
WBL4,UD,0.9,UD_90%,3169,43.030053905629565,0.0029672955986531587,1.0865462211744116e-05,48,2.0,2.0,2.0,2.0
POW4,UD,0.9,UD_90%,3169,43.17505950123231,0.002988882152322544,1.0993989224775803e-05,48,3.0,3.0,3.0,3.0
LC-PFN,UD,0.9,UD_90%,3039,75.19709777832031,0.10479823499917984,0.011439409106969833,49,4.0,4.0,4.0,4.0
MMF4,UD,0.9,UD_90%,3039,67.81847469231663,0.06475188710463159,0.00423346944966053,49,1.0,1.0,1.0,1.0
WBL4,UD,0.9,UD_90%,3039,72.00574273232138,0.08256692205886769,0.00687299999134474,49,3.0,3.0,3.0,3.0
POW4,UD,0.9,UD_90%,3039,71.99844448587496,0.08252832594997937,0.006866323465326701,49,2.0,2.0,2.0,2.0
LC-PFN,UL,0.1,UL_10%,19782,18.47901725769043,0.20632536709308624,0.051086459308862686,50,4.0,4.0,4.0,4.0
MMF4,UL,0.1,UL_10%,19782,12.894581050579873,0.15141225234715452,0.025171942355019912,50,3.0,3.0,3.0,3.0
WBL4,UL,0.1,UL_10%,19782,8.107312888469036,0.09618183702183208,0.012824610547687895,50,2.0,2.0,2.0,2.0
POW4,UL,0.1,UL_10%,19782,7.566063705220443,0.08943679835278097,0.012188905520822529,50,1.0,1.0,1.0,1.0
LC-PFN,UL,0.1,UL_10%,11270,0.2689496874809265,0.005340654402971268,5.8313489716965705e-05,51,1.0,1.0,1.0,1.0
MMF4,UL,0.1,UL_10%,11270,0.40404927551537945,0.008028192358464444,7.180325665048144e-05,51,2.0,2.0,2.0,2.0
WBL4,UL,0.1,UL_10%,11270,0.44340609543221693,0.008808261018142928,8.77599372258473e-05,51,3.0,3.0,3.0,3.0
POW4,UL,0.1,UL_10%,11270,0.4883705514162193,0.009690420755032195,0.00012087149472378237,51,4.0,4.0,4.0,4.0
LC-PFN,UL,0.1,UL_10%,8667,7.950430393218994,0.08754374831914902,0.008356664329767227,52,1.0,1.0,1.0,1.0
MMF4,UL,0.1,UL_10%,8667,10.182877427891293,0.11634993703547872,0.01538338985510604,52,3.0,3.0,3.0,3.0
WBL4,UL,0.1,UL_10%,8667,23.148669672067655,0.31227204511625106,0.10627967751319936,52,4.0,4.0,4.0,4.0
POW4,UL,0.1,UL_10%,8667,9.49125938240245,0.10769868169352187,0.013380908988378702,52,2.0,2.0,2.0,2.0
LC-PFN,UL,0.1,UL_10%,26447,6.36466121673584,0.09331895411014557,0.013658341020345688,53,1.0,1.0,1.0,1.0
MMF4,UL,0.1,UL_10%,26447,8.227814853162108,0.12113236999706939,0.020767036527813212,53,3.0,3.0,3.0,3.0
WBL4,UL,0.1,UL_10%,26447,8.369770391269027,0.12312373266720555,0.021298275862419377,53,4.0,4.0,4.0,4.0
POW4,UL,0.1,UL_10%,26447,7.117508874948804,0.10509031262037827,0.015996103264843735,53,2.0,2.0,2.0,2.0
LC-PFN,UL,0.1,UL_10%,11763,1.7250841856002808,0.019772013649344444,0.0005195323610678315,54,1.0,1.0,1.0,1.0
MMF4,UL,0.1,UL_10%,11763,4.199833470600801,0.04686005565131211,0.0031653456262251993,54,3.0,3.0,3.0,3.0
WBL4,UL,0.1,UL_10%,11763,4.214615650677156,0.0470156055910006,0.003182905173517103,54,4.0,4.0,4.0,4.0
POW4,UL,0.1,UL_10%,11763,3.4499601188115276,0.03889461224683141,0.0023238319389899537,54,2.0,2.0,2.0,2.0
LC-PFN,UL,0.3,UL_30%,4090,3.152346134185791,0.035486772656440735,0.002441554795950651,55,1.0,1.0,1.0,1.0
MMF4,UL,0.3,UL_30%,4090,5.828044482387173,0.06440920542953368,0.005204671897786314,55,4.0,4.0,4.0,4.0
WBL4,UL,0.3,UL_30%,4090,4.175155721937959,0.04685714321639019,0.002851630837046564,55,3.0,3.0,3.0,3.0
POW4,UL,0.3,UL_30%,4090,4.175155688733123,0.046857142854985045,0.002851630805201133,55,2.0,2.0,2.0,2.0
LC-PFN,UL,0.3,UL_30%,1423,1.8495466709136963,0.034244462847709656,0.001728008734062314,56,2.0,2.0,3.0,2.3333333333333335
MMF4,UL,0.3,UL_30%,1423,1.9763185540334547,0.03743471074659352,0.0015525880833996662,56,3.0,3.0,2.0,2.6666666666666665
WBL4,UL,0.3,UL_30%,1423,2.6041292149120574,0.049592187073893935,0.002861066969361623,56,4.0,4.0,4.0,4.0
POW4,UL,0.3,UL_30%,1423,0.521378594630008,0.009650585037674932,0.00011031056881326627,56,1.0,1.0,1.0,1.0
LC-PFN,UL,0.3,UL_30%,17571,0.459299236536026,0.007216302677989006,7.168747106334195e-05,57,1.0,1.0,1.0,1.0
MMF4,UL,0.3,UL_30%,17571,0.6866705989547777,0.010662859560737441,0.00011704991816632816,57,2.0,2.0,2.0,2.0
WBL4,UL,0.3,UL_30%,17571,4.228508798169653,0.06922409148233315,0.005139247189669093,57,4.0,4.0,4.0,4.0
POW4,UL,0.3,UL_30%,17571,1.5142640376222396,0.024297447968005502,0.0010793880875254976,57,3.0,3.0,3.0,3.0
LC-PFN,UL,0.3,UL_30%,15054,9.331604957580566,0.10012694448232651,0.043900758028030396,58,1.0,1.0,4.0,2.0
MMF4,UL,0.3,UL_30%,15054,10.924544690454304,0.12253504442527548,0.04045667422478369,58,3.0,3.0,2.0,2.6666666666666665
WBL4,UL,0.3,UL_30%,15054,11.067626448509122,0.1245161472559457,0.04031128428737922,58,4.0,4.0,1.0,3.0
POW4,UL,0.3,UL_30%,15054,10.681300948370856,0.11915034893396437,0.04074654632100734,58,2.0,2.0,3.0,2.3333333333333335
LC-PFN,UL,0.5,UL_50%,2582,1.811969518661499,0.03111683391034603,0.001243696897290647,59,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,2582,47.09399799216122,0.5382915820763154,0.31731785457779527,59,4.0,4.0,4.0,4.0
WBL4,UL,0.5,UL_50%,2582,4.071099943023648,0.06840659564953992,0.0049756976864081485,59,3.0,3.0,3.0,3.0
POW4,UL,0.5,UL_50%,2582,4.071099809005806,0.06840659349115483,0.00497569739109502,59,2.0,2.0,2.0,2.0
LC-PFN,UL,0.5,UL_50%,9606,2.901479721069336,0.047756120562553406,0.0029534711502492428,60,3.0,3.0,3.0,3.0
MMF4,UL,0.5,UL_50%,9606,0.908876118869089,0.014580991280487428,0.00026863967609507965,60,2.0,2.0,2.0,2.0
WBL4,UL,0.5,UL_50%,9606,0.8334558339477697,0.013367789275573399,0.00023568930740817208,60,1.0,1.0,1.0,1.0
POW4,UL,0.5,UL_50%,9606,4.6197336226762635,0.07752637679272902,0.006960320452789973,60,4.0,4.0,4.0,4.0
LC-PFN,UL,0.5,UL_50%,20599,3.1558313369750977,0.0562957264482975,0.004261644557118416,61,2.0,2.0,2.0,2.0
MMF4,UL,0.5,UL_50%,20599,4.988953274642611,0.08695143299709931,0.009743007878501771,61,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,20599,5.24961093417196,0.091219337095177,0.010824824937700005,61,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,20599,1.9852989228806899,0.03600293907343761,0.0018743079815517194,61,1.0,1.0,1.0,1.0
LC-PFN,UL,0.5,UL_50%,12403,1.2864129543304443,0.02520012855529785,0.0007123922696337104,62,3.0,3.0,3.0,3.0
MMF4,UL,0.5,UL_50%,12403,0.8918153320125952,0.017551761163247658,0.0003743008275411006,62,1.0,1.0,1.0,1.0
WBL4,UL,0.5,UL_50%,12403,1.0894094155846588,0.021390026936754368,0.000548831292898939,62,2.0,2.0,2.0,2.0
POW4,UL,0.5,UL_50%,12403,1.4691637208265533,0.0287222236595037,0.0009175122107314783,62,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,6300,20.283838272094727,0.21383456885814667,0.069871686398983,63,1.0,1.0,2.0,1.3333333333333333
MMF4,UL,0.7,UL_70%,6300,22.951126549181396,0.2807114899315055,0.14442865957053075,63,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,6300,26.055609854187008,0.3440697221715361,0.18370528872557856,63,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,6300,21.57560891670994,0.22738136751484395,0.06548428114813837,63,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UL,0.7,UL_70%,23087,1.1901177167892456,0.020923282951116562,0.0005313791334629059,64,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,23087,2.1649574448582776,0.03868995594988731,0.0018586290922213806,64,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,23087,3.2506514489413894,0.058739842401941904,0.0040419557316506306,64,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,23087,1.7914558318913463,0.030197827637587285,0.0011175465064214398,64,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,20267,1.3141350746154785,0.02386406622827053,0.0015986025100573897,65,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,20267,6.857546008187884,0.11866529251237919,0.015257751957136073,65,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,20267,2.3027698117224507,0.04180535839857892,0.0018848538987539822,65,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,20267,2.3027650098831667,0.04180527255735027,0.0018848461503686252,65,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,11850,1.8767515420913696,0.020365970209240913,0.0007336210110224783,66,4.0,4.0,4.0,4.0
MMF4,UL,0.7,UL_70%,11850,1.8369040511620445,0.019923364568769246,0.0007112871979209947,66,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,11850,1.8400171839987756,0.019957645715830204,0.0007047068079422177,66,3.0,3.0,1.0,2.3333333333333335
POW4,UL,0.7,UL_70%,11850,1.8366605974029144,0.019920683802119938,0.0007118656824295468,66,1.0,1.0,3.0,1.6666666666666667
LC-PFN,UL,0.7,UL_70%,18918,2.7600550651550293,0.028149420395493507,0.001322922413237393,67,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,18918,3.61487170586356,0.037329490626185784,0.001819342248755475,67,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,18918,4.89810699938332,0.05143188569105048,0.003092087609743018,67,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,18918,4.898106336416527,0.05143187830715416,0.0030920868502007995,67,3.0,3.0,3.0,3.0
LC-PFN,UL,0.9,UL_90%,2279,1.2407225370407104,0.013730542734265327,0.00027301983209326863,68,1.0,1.0,1.0,1.0
MMF4,UL,0.9,UL_90%,2279,2.020275093250061,0.022110724330462777,0.0006151491251854443,68,3.0,3.0,3.0,3.0
WBL4,UL,0.9,UL_90%,2279,2.0722271283554243,0.022666835965267244,0.0006560958383296297,68,4.0,4.0,4.0,4.0
POW4,UL,0.9,UL_90%,2279,1.3330513770240537,0.01473396213251402,0.0003148718991786481,68,2.0,2.0,2.0,2.0
LC-PFN,UL,0.9,UL_90%,7467,0.08453117311000824,0.0016891956329345703,2.8535043838928686e-06,69,2.0,2.0,2.0,2.0
MMF4,UL,0.9,UL_90%,7467,0.03351277088848106,0.0006700308348941578,4.490152238125103e-07,69,1.0,1.0,1.0,1.0
WBL4,UL,0.9,UL_90%,7467,0.09387939859999181,0.0018758269569338903,3.5187267723598594e-06,69,3.0,3.0,3.0,3.0
POW4,UL,0.9,UL_90%,7467,0.1311091309721614,0.0026186863459512566,6.983058556310797e-06,69,4.0,4.0,4.0,4.0
LC-PFN,UL,0.9,UL_90%,21668,0.29260900616645813,0.0057087368331849575,4.914382589049637e-05,70,2.0,2.0,2.0,2.0
MMF4,UL,0.9,UL_90%,21668,0.8141734216376598,0.01578391351341833,0.00026921483748071383,70,3.0,3.0,3.0,3.0
WBL4,UL,0.9,UL_90%,21668,1.031963713266415,0.019960179379264135,0.00041897347038526205,70,4.0,4.0,4.0,4.0
POW4,UL,0.9,UL_90%,21668,0.16597806104259202,0.003243178423787074,1.4802709117155944e-05,70,1.0,1.0,1.0,1.0
LC-PFN,UL,0.9,UL_90%,1501,0.08596698194742203,0.001093705534003675,1.4435170214710524e-06,71,2.0,2.0,2.0,2.0
MMF4,UL,0.9,UL_90%,1501,0.12562290870616774,0.0015975023361769233,2.862929285429134e-06,71,3.0,3.0,3.0,3.0
WBL4,UL,0.9,UL_90%,1501,0.13621595600838932,0.0017320065714351172,3.310894503408043e-06,71,4.0,4.0,4.0,4.0
POW4,UL,0.9,UL_90%,1501,0.04368710357111798,0.0005561814875590068,4.7522855469541447e-07,71,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.1,UDUL_10%,2370,1.5726972818374634,0.02846934273838997,0.001692838966846466,72,4.0,4.0,4.0,4.0
MMF4,UDUL,0.1,UDUL_10%,2370,1.4276331202078836,0.02586210176973914,0.001597489598419995,72,3.0,3.0,3.0,3.0
WBL4,UDUL,0.1,UDUL_10%,2370,1.4276313029818757,0.02586206906094588,0.001597488296307172,72,2.0,2.0,2.0,2.0
POW4,UDUL,0.1,UDUL_10%,2370,1.4276118535830873,0.025861719031071814,0.0015974587497108918,72,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.1,UDUL_10%,1907,19.335433959960938,0.06847798824310303,0.0067753358744084835,73,4.0,4.0,4.0,4.0
MMF4,UDUL,0.1,UDUL_10%,1907,10.817885701354236,0.030116402009786433,0.001515240435876451,73,2.0,2.0,2.0,2.0
WBL4,UDUL,0.1,UDUL_10%,1907,8.980087959851899,0.025435308129513595,0.001077371363380251,73,1.0,1.0,1.0,1.0
POW4,UDUL,0.1,UDUL_10%,1907,11.866414310521959,0.035426327883050626,0.0019547332695554484,73,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.1,UDUL_10%,653,0.5907499194145203,0.010369233787059784,0.00021485696197487414,74,4.0,4.0,4.0,4.0
MMF4,UDUL,0.1,UDUL_10%,653,0.3694503133560491,0.0064501038856106425,0.0001010983886536596,74,3.0,3.0,3.0,3.0
WBL4,UDUL,0.1,UDUL_10%,653,0.3615519758430408,0.006311107552098836,9.582715407061227e-05,74,1.0,1.0,1.0,1.0
POW4,UDUL,0.1,UDUL_10%,653,0.365249318268274,0.006376151401791459,9.672153955349972e-05,74,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.1,UDUL_10%,3113,1.8790174722671509,0.03075336292386055,0.0011591867078095675,75,1.0,1.0,1.0,1.0
MMF4,UDUL,0.1,UDUL_10%,3113,3.6826575958362793,0.05920076627762905,0.0038738016322759096,75,4.0,4.0,4.0,4.0
WBL4,UDUL,0.1,UDUL_10%,3113,3.6815953297883923,0.05918435819734185,0.003871859494838219,75,3.0,3.0,3.0,3.0
POW4,UDUL,0.1,UDUL_10%,3113,2.9978596578344443,0.04854884119590691,0.0026843525483874293,75,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.1,UDUL_10%,827,13.35954475402832,0.08001712709665298,0.008895487524569035,76,2.0,2.0,2.0,2.0
MMF4,UDUL,0.1,UDUL_10%,827,30.377699858393242,0.38414641769862873,0.21656864960285324,76,4.0,4.0,4.0,4.0
WBL4,UDUL,0.1,UDUL_10%,827,26.86177590522918,0.33099663644123306,0.17250311131966628,76,3.0,3.0,3.0,3.0
POW4,UDUL,0.1,UDUL_10%,827,9.286231123542995,0.051566424889461795,0.003604351179964151,76,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.3,UDUL_30%,5207,1.9445838928222656,0.02156725712120533,0.0007526003755629063,77,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,5207,4.8822331302378075,0.0541188769697101,0.0032932640320489427,77,3.0,3.0,3.0,3.0
WBL4,UDUL,0.3,UDUL_30%,5207,6.506956710241556,0.07099174238981326,0.005597022069825513,77,4.0,4.0,4.0,4.0
POW4,UDUL,0.3,UDUL_30%,5207,3.01329624921518,0.03390596642767974,0.001356021740694393,77,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,3714,3.9403340816497803,0.04875145107507706,0.025498900562524796,78,1.0,1.0,3.0,1.6666666666666667
MMF4,UDUL,0.3,UDUL_30%,3714,10.027835183746449,0.14898041775963852,0.03377987554383936,78,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,3714,4.436379270626952,0.05735473191881654,0.024501340491123697,78,3.0,3.0,1.0,2.3333333333333335
POW4,UDUL,0.3,UDUL_30%,3714,4.436379256291342,0.05735473167036675,0.02450134050625028,78,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,1332,36.22939682006836,0.04207656532526016,0.003905342658981681,79,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,1332,41.84389874997723,0.047731402756675444,0.005541990177577701,79,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,1332,39.11803256809006,0.04535607676064585,0.004891718137239268,79,3.0,3.0,3.0,3.0
POW4,UDUL,0.3,UDUL_30%,1332,39.11803256381635,0.04535607675353327,0.00489171813381677,79,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,2277,1.560508131980896,0.029404928907752037,0.0013430359540507197,80,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,2277,2.5640336044751,0.049016321105151514,0.0029922663610567344,80,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,2277,1.8411903503585452,0.03483839687043495,0.0017876705161882262,80,3.0,3.0,3.0,3.0
POW4,UDUL,0.3,UDUL_30%,2277,1.7707261060787536,0.033510809032431546,0.0016162820566164794,80,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,2988,2.455451726913452,0.02442191168665886,0.0007708517368882895,81,2.0,2.0,2.0,2.0
MMF4,UDUL,0.3,UDUL_30%,2988,3.9643751797737776,0.03680631990742992,0.0014406848551811742,81,3.0,3.0,3.0,3.0
WBL4,UDUL,0.3,UDUL_30%,2988,3.979520337509071,0.03694121652611073,0.001450634245775935,81,4.0,4.0,4.0,4.0
POW4,UDUL,0.3,UDUL_30%,2988,0.548003200544195,0.005255909749221976,4.7733571419988534e-05,81,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,3032,4.747917652130127,0.06918944418430328,0.0066760084591805935,82,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,3032,7.009737465653484,0.10133834951941652,0.010866394090944205,82,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,3032,7.125694002288581,0.10293502747855232,0.011192700934490613,82,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,3032,5.817509611271715,0.08464883658405237,0.008077331573778072,82,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,5490,5.6043171882629395,0.06244499236345291,0.005754128564149141,83,4.0,4.0,4.0,4.0
MMF4,UDUL,0.5,UDUL_50%,5490,5.095020563639113,0.05529230716898239,0.003970481776969631,83,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,5490,4.322964336080439,0.04700529100629188,0.0032085690767357814,83,2.0,2.0,1.0,1.6666666666666667
POW4,UDUL,0.5,UDUL_50%,5490,4.322964328763005,0.047005290926662065,0.003208569096020928,83,1.0,1.0,2.0,1.3333333333333333
LC-PFN,UDUL,0.5,UDUL_50%,2187,3.1796653270721436,0.04707302898168564,0.002807067008689046,84,4.0,4.0,4.0,4.0
MMF4,UDUL,0.5,UDUL_50%,2187,1.4781810884239137,0.021321884856517585,0.000635860511909933,84,1.0,1.0,1.0,1.0
WBL4,UDUL,0.5,UDUL_50%,2187,2.0443230623280244,0.029260936475221353,0.0012683720966348278,84,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,2187,2.7743330977146785,0.04049114349749484,0.002172722708766112,84,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,2910,19.843772888183594,0.13900122046470642,0.02815954014658928,85,3.0,3.0,1.0,2.3333333333333335
MMF4,UDUL,0.5,UDUL_50%,2910,22.81213171054785,0.15604041024547644,0.03091681203456999,85,4.0,4.0,2.0,3.3333333333333335
WBL4,UDUL,0.5,UDUL_50%,2910,19.501741082646735,0.1383670400168454,0.03171054161515679,85,2.0,2.0,4.0,2.6666666666666665
POW4,UDUL,0.5,UDUL_50%,2910,19.50174108223488,0.13836703997175065,0.03171054152762291,85,1.0,1.0,3.0,1.6666666666666667
LC-PFN,UDUL,0.5,UDUL_50%,1716,0.10322760790586472,0.0016591633902862668,4.422863185027381e-06,86,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,1716,0.11870942487783155,0.0019058043451572423,4.9266807776781395e-06,86,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,1716,0.13113489002232803,0.002104955974225293,5.806488016846244e-06,86,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,1716,0.21271880814782798,0.003423233766856978,1.3683821237269424e-05,86,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,584,2.0792253017425537,0.038436006754636765,0.0018758871592581272,87,4.0,4.0,4.0,4.0
MMF4,UDUL,0.7,UDUL_70%,584,1.2234375213176159,0.022812552643728175,0.0006587354472715095,87,2.0,2.0,2.0,2.0
WBL4,UDUL,0.7,UDUL_70%,584,0.961143221576761,0.017934428405267856,0.0004099088775950026,87,1.0,1.0,1.0,1.0
POW4,UDUL,0.7,UDUL_70%,584,1.401989685422056,0.026109472345305328,0.0008707187625913554,87,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.7,UDUL_70%,5599,1.6689690351486206,0.02570963464677334,0.0008370981668122113,88,1.0,1.0,2.0,1.3333333333333333
MMF4,UDUL,0.7,UDUL_70%,5599,1.9833294266435302,0.03041845050559284,0.0011337312762605338,88,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,5599,1.6810029598728324,0.025798148432243446,0.0008246196860874746,88,2.0,2.0,1.0,1.6666666666666667
POW4,UDUL,0.7,UDUL_70%,5599,2.6590698346023274,0.040567928977837994,0.002059927373613882,88,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,4990,4.644965648651123,0.05551433935761452,0.005117868538945913,89,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,4990,5.920274628817503,0.06978654652317101,0.00716109481392493,89,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,4990,5.531273432145242,0.06545913380116243,0.006448145506484806,89,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,4990,6.426389390391421,0.0794164062495083,0.008814740587939653,89,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.7,UDUL_70%,5749,0.40562236309051514,0.007767140865325928,8.295320731122047e-05,90,2.0,2.0,2.0,2.0
MMF4,UDUL,0.7,UDUL_70%,5749,1.6978220864067979,0.03202027707247876,0.0011020727859486427,90,4.0,4.0,4.0,4.0
WBL4,UDUL,0.7,UDUL_70%,5749,1.6600479662047731,0.03132038341172382,0.0010577410592077332,90,3.0,3.0,3.0,3.0
POW4,UDUL,0.7,UDUL_70%,5749,0.33046199111863317,0.006326060051348642,4.987307358174806e-05,90,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.7,UDUL_70%,5308,0.17482544481754303,0.0026870048604905605,1.0724661478889175e-05,91,1.0,1.0,1.0,1.0
MMF4,UDUL,0.7,UDUL_70%,5308,0.824891160519384,0.012593097150900977,0.0001683557113257126,91,3.0,3.0,3.0,3.0
WBL4,UDUL,0.7,UDUL_70%,5308,0.7923915245497148,0.012101094088518321,0.00015620615908860705,91,2.0,2.0,2.0,2.0
POW4,UDUL,0.7,UDUL_70%,5308,1.3308040639896248,0.02083636496711829,0.0005463318741996436,91,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.9,UDUL_90%,5973,2.305246591567993,0.036449283361434937,0.0014775419840589166,92,1.0,1.0,1.0,1.0
MMF4,UDUL,0.9,UDUL_90%,5973,3.0723747982139002,0.0481454397943675,0.0025029186691049063,92,3.0,3.0,3.0,3.0
WBL4,UDUL,0.9,UDUL_90%,5973,2.8180919388883208,0.04425928133702575,0.002158530972575733,92,2.0,2.0,2.0,2.0
POW4,UDUL,0.9,UDUL_90%,5973,3.8016428533225586,0.0591666143152261,0.003666597264192329,92,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.9,UDUL_90%,2005,15.387585639953613,0.16514036059379578,0.07266311347484589,93,1.0,1.0,4.0,2.0
MMF4,UDUL,0.9,UDUL_90%,2005,16.161273521151713,0.17383671964808617,0.06040159947701009,93,4.0,4.0,1.0,3.0
WBL4,UDUL,0.9,UDUL_90%,2005,16.00660152629272,0.17211771492827532,0.06252205869547575,93,3.0,3.0,2.0,2.6666666666666665
POW4,UDUL,0.9,UDUL_90%,2005,15.525924056779013,0.16677858945550247,0.07175300709622201,93,2.0,2.0,3.0,2.3333333333333335
LC-PFN,UDUL,0.9,UDUL_90%,5201,1.8794188499450684,0.01893785037100315,0.0004808008670806885,94,2.0,2.0,2.0,2.0
MMF4,UDUL,0.9,UDUL_90%,5201,2.2368849393041224,0.02269165739836463,0.0007504496000826646,94,4.0,4.0,4.0,4.0
WBL4,UDUL,0.9,UDUL_90%,5201,1.6323548311359595,0.01639248897379466,0.000339060015103609,94,1.0,1.0,1.0,1.0
POW4,UDUL,0.9,UDUL_90%,5201,1.9939551810831797,0.020154436784310524,0.0005744958923778361,94,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.9,UDUL_90%,4375,2.80285382270813,0.029731804504990578,0.0013281775172799826,95,1.0,1.0,1.0,1.0
MMF4,UDUL,0.9,UDUL_90%,4375,2.930333407751,0.03114841674931588,0.0016380789794507816,95,4.0,4.0,4.0,4.0
WBL4,UDUL,0.9,UDUL_90%,4375,2.9302854447792726,0.03114788852314272,0.0016379828498599958,95,3.0,3.0,3.0,3.0
POW4,UDUL,0.9,UDUL_90%,4375,2.9127579778005517,0.030951397641208023,0.00158375803584735,95,2.0,2.0,2.0,2.0
