Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,Curve_idx,SMAPE,MAE,MSE
LC-PFN,Flat,0.1,Flat_10%,436,6.178482994437218,0.06657756119966507,0.006169176660478115
MMF4,Flat,0.1,Flat_10%,436,0.5280597378445141,0.00523870466178407,3.114243184134403e-05
WBL4,Flat,0.1,Flat_10%,436,0.8766102983961013,0.008722314644513333,7.900112758378932e-05
POW4,Flat,0.1,Flat_10%,436,0.8766102851427877,0.008722314511512461,7.900112519493425e-05
LC-PFN,Flat,0.1,Flat_10%,2436,0.2882922999560833,0.005052120424807072,2.5995950636570342e-05
MMF4,Flat,0.1,Flat_10%,2436,3.3795307132994934e-06,5.9397810206870565e-08,4.094990350958962e-15
WBL4,Flat,0.1,Flat_10%,2436,2.8813704296920204e-09,5.06422681567642e-11,2.5646393240616136e-21
POW4,Flat,0.1,Flat_10%,2436,2.07311622984078e-07,3.6436588381403925e-09,1.7653289628615105e-17
LC-PFN,Flat,0.1,Flat_10%,627,7.549774646759033,0.017123423516750336,0.0003878397401422262
MMF4,Flat,0.1,Flat_10%,627,1.6618668966242076,0.003376357388891043,1.843135304137577e-05
WBL4,Flat,0.1,Flat_10%,627,10.465221199383643,0.024144948979359464,0.00066774571645415
POW4,Flat,0.1,Flat_10%,627,2.916715390645834,0.006031775753142607,4.6989033600750254e-05
LC-PFN,Flat,0.1,Flat_10%,2836,0.5698265507817268,0.010277196764945984,0.00013674276124220341
MMF4,Flat,0.1,Flat_10%,2836,0.516479060307472,0.009314895465251678,0.00012423678437245713
WBL4,Flat,0.1,Flat_10%,2836,0.5164795248272769,0.009314903864136102,0.00012423724108103325
POW4,Flat,0.1,Flat_10%,2836,0.5164817798607143,0.009314944633316571,0.0001242385786102895
LC-PFN,Flat,0.1,Flat_10%,1126,1.9768759608268738,0.020278435200452805,0.0005851997993886471
MMF4,Flat,0.1,Flat_10%,1126,0.5207924114591651,0.005212266355255434,2.834073912770505e-05
WBL4,Flat,0.1,Flat_10%,1126,0.6420530555515348,0.006443305816678417,6.901395436098883e-05
POW4,Flat,0.1,Flat_10%,1126,0.5190934887644735,0.005195245949139499,2.873919927980563e-05
LC-PFN,Flat,0.1,Flat_10%,1453,0.002225357820861973,3.3873777283588424e-05,1.978897268273272e-09
MMF4,Flat,0.1,Flat_10%,1453,6.021031066644225e-08,9.165347284542017e-10,8.820042391968192e-19
WBL4,Flat,0.1,Flat_10%,1453,0.0016054124021676601,2.443840662024729e-05,7.037017360334042e-10
POW4,Flat,0.1,Flat_10%,1453,1.1582368928243714e-05,1.763094150219739e-07,3.2478877595876754e-14
LC-PFN,Flat,0.1,Flat_10%,1885,0.3056553425267339,0.005709538236260414,5.0866863603005186e-05
